"Monitoring Point ID","Monitoring Point Name","Latitude","Longitude","Located on Feature Name","Located on Type","Drainage Region Name","Feature Reference Code","Monitoring Active","Sample Start Date","Sample Start Time","Sample End Date","Sample End Time","Time Interval","Sample Start Depth","Sample End Depth","Depth Interval","Preservative","Action Type","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Result","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Detection Limit","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Greater Than","CORR-Diss-Water (CORROSIVITY INDEX) (null) Result","CORR-Diss-Water (CORROSIVITY INDEX) (null) Detection Limit","CORR-Diss-Water (CORROSIVITY INDEX) (null) Greater Than","Ca-Diss-Water (CALCIUM) (mg/L) Result","Ca-Diss-Water (CALCIUM) (mg/L) Detection Limit","Ca-Diss-Water (CALCIUM) (mg/L) Greater Than","Cl-Diss-Water (CHLORIDE) (mg/L) Result","Cl-Diss-Water (CHLORIDE) (mg/L) Detection Limit","Cl-Diss-Water (CHLORIDE) (mg/L) Greater Than","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Result","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Detection Limit","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Greater Than","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Result","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Detection Limit","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Greater Than","F-Diss-Water (FLUORIDE) (mg/L) Result","F-Diss-Water (FLUORIDE) (mg/L) Detection Limit","F-Diss-Water (FLUORIDE) (mg/L) Greater Than","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Result","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Detection Limit","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Greater Than","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Result","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Detection Limit","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Greater Than","K-Diss-Water (POTASSIUM) (mg/L) Result","K-Diss-Water (POTASSIUM) (mg/L) Detection Limit","K-Diss-Water (POTASSIUM) (mg/L) Greater Than","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Result","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Detection Limit","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Greater Than","LANGL-Index-Water (LANGLIER INDEX) (null) Result","LANGL-Index-Water (LANGLIER INDEX) (null) Detection Limit","LANGL-Index-Water (LANGLIER INDEX) (null) Greater Than","Mg-Diss-Water (MAGNESIUM) (mg/L) Result","Mg-Diss-Water (MAGNESIUM) (mg/L) Detection Limit","Mg-Diss-Water (MAGNESIUM) (mg/L) Greater Than","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Result","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Detection Limit","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Greater Than","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Result","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Detection Limit","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Greater Than","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Result","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Detection Limit","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Greater Than","Na-Diss-Water (SODIUM) (mg/L) Result","Na-Diss-Water (SODIUM) (mg/L) Detection Limit","Na-Diss-Water (SODIUM) (mg/L) Greater Than","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Result","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Detection Limit","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Greater Than","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Result","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Detection Limit","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Greater Than","RYZNAR-Index-Water (RYZNAR) (null) Result","RYZNAR-Index-Water (RYZNAR) (null) Detection Limit","RYZNAR-Index-Water (RYZNAR) (null) Greater Than","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Result","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Detection Limit","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Greater Than","SO4-Diss-Water (SULPHATE) (mg/L) Result","SO4-Diss-Water (SULPHATE) (mg/L) Detection Limit","SO4-Diss-Water (SULPHATE) (mg/L) Greater Than","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Result","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Detection Limit","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Greater Than","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Result","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Detection Limit","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Greater Than","Si-Diss-Water (SILICON) (mg/L) Result","Si-Diss-Water (SILICON) (mg/L) Detection Limit","Si-Diss-Water (SILICON) (mg/L) Greater Than","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Result","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Detection Limit","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Greater Than","pH-Diss-Water (PH) (pH units) Result","pH-Diss-Water (PH) (pH units) Detection Limit","pH-Diss-Water (PH) (pH units) Greater Than","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Result","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Detection Limit","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Greater Than","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Result","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Detection Limit","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Greater Than","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Result","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Detection Limit","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Greater Than"
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1979-11-15","10:30:00","","","","0","","","NONE","Sample","0.185","","","0.046","","","54.4","1","","6.8","3","","415","1","","49.4","1","","0.05","0.1","","113.783","","","270.925","","","0.45","0.3","","","","","0.6","","","32.8","1","","0.001","","","0.02","0.04","","1.46","0.04","","3","2","","","","","0.003","0.005","","6.7","","","0.08","0","","2","4","","","","","","","","6.47","0.4","","254.2","4","","7.9","2","","7.3","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1979-12-13","10:55:00","","","","0","","","NONE","Sample","0.192","","","0.022","","","54","1","","3.4","3","","504","1","","50.6","1","","0.05","0.1","","116.906","","","273.633","","","0.65","0.3","","","","","0.47","","","33.7","1","","0.001","","","0.02","0.04","","7.19","0.04","","2.9","2","","","","","0.003","0.005","","6.76","","","0.08","0","","2","4","","","","","","","","7.55","0.4","","306.9","4","","7.7","2","","7.23","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1980-01-10","12:55:00","","","","0","","","NONE","Sample","0.183","","","0.046","","","52","1","","4.3","3","","424","1","","49.4","1","","0.05","0.1","","120.375","","","272.756","","","0.58","0.3","","","","","0.42","","","34.7","1","","0.001","","","0.02","0.04","","6.39","0.04","","3","2","","","","","0.003","0.005","","6.919","","","0.08","0","","4.9","4","","","","","","","","7.35","0.4","","243.3","4","","7.76","2","","7.34","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1980-02-14","11:05:00","","","","0","","","NONE","Sample","0.207","","","0.099","","","52.9","1","","13","3","","422","1","","49","1","","0.13","0.1","","115.518","","","269.238","","","0.59","0.3","","","","","0.522","","","33.3","1","","0.001","","","0.02","0.04","","1.26","0.04","","3.3","2","","","","","0.007","0.005","","6.795","","","0.09","0","","6.4","4","","","","","","","","6.78","0.4","","251.5","4","","7.84","2","","7.318","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1980-03-13","10:15:00","","","","0","","","NONE","Sample","0.155","","","0.042","","","44.5","1","","5.1","3","","364","1","","49.5","1","","0.05","0.1","","118.293","","","251.556","","","0.53","0.3","","","","","0.186","","","34.1","1","","0.001","","","0.02","0.04","","1.52","0.04","","2.5","2","","","","","0.003","0.005","","7.258","","","0.07","0","","2","4","","","","","","","","6.85","0.4","","220.2","4","","7.63","2","","7.444","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1980-04-17","09:55:00","","","","0","","","NONE","Sample","0.156","","","0.034","","","56.8","1","","3.4","3","","350","1","","49.9","1","","0.05","0.1","","116.212","","","279.801","","","0.53","0.3","","","","","0.571","","","33.5","1","","0.001","","","0.02","0.04","","0.35","0.04","","2.5","2","","","","","0.003","0.005","","6.798","","","0.07","0","","2","4","","","","","","","","6.59","0.4","","204.1","4","","7.94","2","","7.369","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1980-05-15","11:10:00","","","","0","","","NONE","Sample","0.155","","","0.021","","","55.4","1","","1.5","3","","342","1","","49.6","1","","0.1","0.1","","113.437","","","273.01","","","0.43","0.3","","","","","0.682","","","32.7","1","","0.001","","","0.02","0.04","","0.35","0.04","","2.7","2","","","","","0.003","0.005","","6.706","","","0.07","0","","2","4","","","","","","","","6.87","0.4","","200","4","","8.07","2","","7.388","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1980-06-12","11:15:00","","","","0","","","NONE","Sample","0.175","","","0.033","","","53.3","1","","1.5","3","","337","1","","49.5","1","","0.05","0.1","","114.13","","","268.59","","","0.54","0.3","","","","","0.338","","","32.9","1","","0.001","","","0.02","0.04","","0.3","0.04","","3","2","","","","","0.003","0.005","","7.073","","","0.08","0","","4.1","4","","","","","","","","6.63","0.4","","196.5","4","","7.75","2","","7.412","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1980-07-10","14:40:00","","","","0","","","NONE","Sample","0.166","","","0.096","","","31.8","1","","5.9","3","","317","1","","39.9","1","","0.15","0.1","","103.723","","","202.545","","","0.51","0.3","","","","","0.101","","","29.9","1","","0.001","","","0.02","0.04","","1.28","0.04","","2.6","2","","","","","0.011","0.005","","7.548","","","0.08","0","","9.4","4","","","","","","","","6.48","0.4","","189.6","4","","7.75","2","","7.649","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1980-08-14","09:15:00","","","","0","","","NONE","Sample","0.178","","","0.03","","","41.9","1","","3.5","3","","376","1","","48.6","1","","0.05","0.1","","109.274","","","234.356","","","0.44","0.3","","","","","0.551","","","31.5","1","","0.003","","","0.05","0.04","","1.2","0.04","","2.8","2","","","","","0.003","0.005","","6.887","","","0.08","0","","2","4","","","","","","","","6.48","0.4","","237.5","4","","7.99","2","","7.439","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1980-09-11","09:40:00","","","","0","","","NONE","Sample","0.34","","","0.082","","","51.1","1","","6.4","3","","402","1","","48.3","1","","0.19","0.1","","112.396","","","261.037","","","1.09","0.3","","","","","0.686","","","32.4","1","","0.001","","","0.02","0.04","","1.1","0.04","","5.5","2","","","","","0.007","0.005","","6.668","","","0.15","0","","10","4","","","","","","","","6.19","0.4","","238.3","4","","8.04","2","","7.354","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1980-10-10","14:30:00","","","","0","","","NONE","Sample","0.158","","","0.076","","","51.1","1","","7.1","3","","391","1","","47.9","1","","0.05","0.1","","114.13","","","263.096","","","0.63","0.3","","","","","0.127","","","32.9","1","","0.001","","","0.04","0.04","","1.2","0.04","","2.6","2","","","","","0.003","0.005","","7.236","","","0.07","0","","7.3","4","","","","","","","","6.54","0.4","","232.8","4","","7.49","2","","7.363","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1980-11-07","11:15:00","","","","0","","","NONE","Sample","0.161","","","0.074","","","28.7","1","","5.3","3","","282","1","","37.3","1","","0.05","0.1","","107.192","","","198.922","","","0.75","0.3","","","","","-0.072","","","30.9","1","","0.003","","","0.09","0.04","","0.96","0.04","","2.5","2","","","","","0.007","0.005","","7.814","","","0.08","0","","4.8","4","","","","","","","","6.3","0.4","","167.6","4","","7.67","2","","7.742","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1981-01-03","15:35:00","","","","0","","","NONE","Sample","0.2","","","0.05","","","46.5","1","","4.9","3","","372","1","","48","1","","0.05","0.1","","112.049","","","249.138","","","0.74","0.3","","","","","0.044","","","32.3","1","","0.001","","","0.06","0.04","","1.08","0.04","","3.3","2","","","","","0.014","0.005","","7.372","","","0.09","0","","4.2","4","","","","","","","","6.69","0.4","","225.2","4","","7.46","2","","7.416","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1981-02-06","17:30:00","","","","0","","","NONE","Sample","0.152","","","0.065","","","46.7","1","","5.1","3","","351","1","","46.7","1","","0.05","0.1","","101.295","","","236.871","","","1.08","0.3","","","","","-0.447","","","29.2","1","","0","","","0.04","0.04","","1.51","0.04","","2.4","2","","","","","0.011","0.005","","7.894","","","0.07","0","","6.1","4","","","","","","","","6.17","0.4","","207.7","4","","7","2","","7.447","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1981-03-06","16:25:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","48.4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1981-05-07","12:35:00","","","","0","","","NONE","Sample","0.181","","","0.061","","","53.5","1","","4.8","3","","393","1","","49.5","1","","0.05","0.1","","109.621","","","263.736","","","0.53","0.3","","","","","0.199","","","31.6","1","","0","","","0.02","0.04","","1.65","0.04","","3.1","2","","","","","0.005","0.005","","7.142","","","0.08","0","","7.2","4","","","","","","","","6.52","0.4","","233.9","4","","7.54","2","","7.341","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1981-06-05","13:25:00","","","","0","","","NONE","Sample","0.203","","","0.083","","","54.9","1","","7","3","","389","1","","49","1","","0.05","0.1","","113.09","","","271.35","","","0.56","0.3","","","","","0.114","","","32.6","1","","0","","","0.02","0.04","","1.66","0.04","","3.3","2","","","","","0.005","0.005","","7.232","","","0.09","0","","8.5","4","","","","","","","","6.65","0.4","","225.1","4","","7.46","2","","7.346","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1981-07-04","12:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","47.9","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1981-08-07","10:10:00","","","","0","","","NONE","Sample","0.157","","","0.07","","","52.1","1","","4.4","3","","392","1","","49.2","1","","0.05","0.1","","107.886","","","258.181","","","0.56","0.3","","","","","0.246","","","31.1","1","","0","","","0.02","0.04","","1.53","0.04","","2.7","2","","","","","0.003","0.005","","7.108","","","0.07","0","","9.6","4","","","","","","","","6.31","0.4","","233.2","4","","7.6","2","","7.354","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1981-09-12","14:59:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","47.2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1981-10-03","12:45:00","","","","0","","","NONE","Sample","0.183","","","0.068","","","58.5","1","","4.8","3","","402","1","","49.3","1","","0.05","0.1","","112.743","","","279.928","","","0.6","0.3","","","","","0.161","","","32.5","1","","0.002","","","0.09","0.04","","1.31","0.04","","3","2","","","","","0.003","0.005","","7.138","","","0.08","0","","8.9","4","","","","","","","","8.59","0.4","","236.2","4","","7.46","2","","7.299","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1981-12-05","16:20:00","","","","0","","","NONE","Sample","0.223","","","0.131","","","50.7","1","","9.8","3","","393","1","","48","1","","0.05","0.1","","109.621","","","256.744","","","0.6","0.3","","","","","0.421","","","31.6","1","","0.002","","","0.04","0.04","","1.19","0.04","","3.5","2","","","","","0.003","0.005","","6.958","","","0.1","0","","15.2","4","","","","","","","","6.44","0.4","","226.2","4","","7.8","2","","7.379","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1982-01-16","15:55:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","46.3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1982-02-11","08:00:00","","","","0","","","NONE","Sample","0.155","","","0.131","","","50.7","1","","14.8","3","","374","1","","48.3","1","","0.05","0.1","","107.539","","","254.273","","","0.65","0.3","","","","","0.401","","","31","1","","0.001","","","0.02","0.04","","1.14","0.04","","2.7","2","","","","","0.008","0.005","","6.998","","","0.07","0","","7","4","","","","","","","","6.36","0.4","","214.9","4","","7.8","2","","7.399","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1982-04-10","16:40:00","","","","0","","","NONE","Sample","0.167","","","0.038","","","43","1","","3.7","3","","314","1","","39.4","1","","0.05","0.1","","86.031","","","209.511","","","1.64","0.3","","","","","0.314","","","24.8","1","","0.001","","","0.02","0.04","","0.93","0.04","","2.7","2","","","","","0.003","0.005","","7.202","","","0.08","0","","2","4","","","","","","","","5.38","0.4","","190.2","4","","7.83","2","","7.516","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1982-05-15","12:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","46.1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1982-06-19","12:30:00","","","","0","","","NONE","Sample","0.158","","","0.027","","","53.7","1","","3.1","3","","385","1","","48.2","1","","0.05","0.1","","101.989","","","255.175","","","0.51","0.3","","","","","0.676","","","29.4","1","","0.001","","","0.02","0.04","","1.43","0.04","","2.7","2","","","","","0.003","0.005","","6.657","","","0.07","0","","2","4","","","","","","","","6.07","0.4","","236.5","4","","8.01","2","","7.334","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1982-07-10","16:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","45.6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1982-08-14","10:25:00","","","","0","","","NONE","Sample","0.226","","","0.018","","","51.3","1","","1.5","3","","392","1","","48","1","","0.14","0.1","","110.661","","","259.477","","","0.54","0.3","","","","","0.551","","","31.9","1","","0.001","","","0.02","0.04","","1.33","0.04","","3.8","2","","","","","0.007","0.005","","6.797","","","0.1","0","","2","4","","","","","","","","6.34","0.4","","239.7","4","","7.9","2","","7.348","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1982-09-18","07:20:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","46.9","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1982-11-20","11:05:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","47.6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1982-12-25","12:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","48.7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203.3","4","","7.8","2","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1983-01-22","13:30:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","45.4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1983-04-23","12:30:00","","","","0","","","NONE","Sample","0.158","","","0.089","","","53","1","","3.7","3","","400","1","","48.7","1","","0.17","0.1","","108.58","","","261.252","","","0.15","0.3","","","","","0.559","","","31.3","1","","0.003","","","0.07","0.04","","1.24","0.04","","2.5","2","","","","","0.003","0.005","","6.782","","","0.07","0","","15.1","4","","","","","","","","6.6","0.4","","236.5","4","","7.9","2","","7.341","","","","","","","",""
