"Monitoring Point ID","Monitoring Point Name","Latitude","Longitude","Located on Feature Name","Located on Type","Drainage Region Name","Feature Reference Code","Monitoring Active","Sample Start Date","Sample Start Time","Sample End Date","Sample End Time","Time Interval","Sample Start Depth","Sample End Depth","Depth Interval","Preservative","Action Type","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Result","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Detection Limit","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Greater Than","CORR-Diss-Water (CORROSIVITY INDEX) (null) Result","CORR-Diss-Water (CORROSIVITY INDEX) (null) Detection Limit","CORR-Diss-Water (CORROSIVITY INDEX) (null) Greater Than","Ca-Diss-Water (CALCIUM) (mg/L) Result","Ca-Diss-Water (CALCIUM) (mg/L) Detection Limit","Ca-Diss-Water (CALCIUM) (mg/L) Greater Than","Cl-Diss-Water (CHLORIDE) (mg/L) Result","Cl-Diss-Water (CHLORIDE) (mg/L) Detection Limit","Cl-Diss-Water (CHLORIDE) (mg/L) Greater Than","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Result","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Detection Limit","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Greater Than","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Result","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Detection Limit","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Greater Than","F-Diss-Water (FLUORIDE) (mg/L) Result","F-Diss-Water (FLUORIDE) (mg/L) Detection Limit","F-Diss-Water (FLUORIDE) (mg/L) Greater Than","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Result","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Detection Limit","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Greater Than","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Result","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Detection Limit","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Greater Than","K-Diss-Water (POTASSIUM) (mg/L) Result","K-Diss-Water (POTASSIUM) (mg/L) Detection Limit","K-Diss-Water (POTASSIUM) (mg/L) Greater Than","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Result","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Detection Limit","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Greater Than","LANGL-Index-Water (LANGLIER INDEX) (null) Result","LANGL-Index-Water (LANGLIER INDEX) (null) Detection Limit","LANGL-Index-Water (LANGLIER INDEX) (null) Greater Than","Mg-Diss-Water (MAGNESIUM) (mg/L) Result","Mg-Diss-Water (MAGNESIUM) (mg/L) Detection Limit","Mg-Diss-Water (MAGNESIUM) (mg/L) Greater Than","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Result","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Detection Limit","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Greater Than","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Result","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Detection Limit","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Greater Than","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Result","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Detection Limit","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Greater Than","Na-Diss-Water (SODIUM) (mg/L) Result","Na-Diss-Water (SODIUM) (mg/L) Detection Limit","Na-Diss-Water (SODIUM) (mg/L) Greater Than","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Result","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Detection Limit","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Greater Than","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Result","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Detection Limit","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Greater Than","RYZNAR-Index-Water (RYZNAR) (null) Result","RYZNAR-Index-Water (RYZNAR) (null) Detection Limit","RYZNAR-Index-Water (RYZNAR) (null) Greater Than","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Result","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Detection Limit","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Greater Than","SO4-Diss-Water (SULPHATE) (mg/L) Result","SO4-Diss-Water (SULPHATE) (mg/L) Detection Limit","SO4-Diss-Water (SULPHATE) (mg/L) Greater Than","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Result","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Detection Limit","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Greater Than","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Result","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Detection Limit","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Greater Than","Si-Diss-Water (SILICON) (mg/L) Result","Si-Diss-Water (SILICON) (mg/L) Detection Limit","Si-Diss-Water (SILICON) (mg/L) Greater Than","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Result","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Detection Limit","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Greater Than","pH-Diss-Water (PH) (pH units) Result","pH-Diss-Water (PH) (pH units) Detection Limit","pH-Diss-Water (PH) (pH units) Greater Than","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Result","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Detection Limit","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Greater Than","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Result","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Detection Limit","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Greater Than","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Result","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Detection Limit","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Greater Than"
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1983-10-15","15:00:00","","","","0","","","NONE","Sample","0.223","","","0.063","","","43.8","1","","3.3","3","","375","1","","46.4","1","","0.05","0.1","","114.13","","","244.866","","","0.15","0.3","","","","","0.631","","","32.9","1","","0.001","","","0.02","0.04","","1.12","0.04","","3.5","2","","","","","0.003","0.005","","6.808","","","0.1","0","","9.2","4","","","","","","","","6.9","0.4","","227","4","","8.07","2","","7.439","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1984-01-06","11:25:00","","","","0","","","NONE","Sample","0.178","","","0.071","","","49.2","1","","5.9","3","","375","1","","45.9","1","","0.05","0.1","","107.192","","","250.115","","","0.15","0.3","","","","","0.988","","","30.9","1","","0.003","","","0.02","0.04","","0.96","0.04","","2.9","2","","","","","0.003","0.005","","6.404","","","0.08","0","","7.3","4","","","","","","","","6.49","0.4","","225.1","4","","8.38","2","","7.392","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1984-04-06","16:50:00","","","","0","","","HGCL2","Sample","0.246","","","0.091","","","48.1","1","","7.2","3","","390","1","","47.1","1","","0.2","0.1","","106.498","","","246.544","","","0.32","0.3","","","","","0.632","","","30.7","1","","0.003","","","0.05","0.04","","1.04","0.04","","3.8","2","","","","","0.01","0.005","","6.755","","","0.11","0","","10.6","4","","","","","","","","6.55","0.4","","233.5","4","","8.02","2","","7.388","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1984-07-14","15:05:00","","","","0","","","NONE","Sample","0.192","","","0.122","","","50","1","","9.7","3","","324","1","","45.7","1","","0.05","0.1","","111.702","","","257.466","","","0.15","0.3","","","","","0.967","","","32.2","1","","0.006","","","0.04","0.04","","0.99","0.04","","3.4","2","","","","","0.011","0.005","","6.515","","","0.09","0","","7.6","4","","","","","","","","7.28","0.4","","177.2","4","","8.45","2","","7.483","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1984-10-05","14:20:00","","","","0","","","NONE","Sample","0.166","","","0.234","","","46.3","1","","10.1","3","","333","1","","47.1","1","","0.05","0.1","","89.847","","","222.282","","","0.15","0.3","","","","","0.915","","","25.9","1","","0.006","","","0.04","0.04","","0.97","0.04","","2.7","2","","","","","0.017","0.005","","6.599","","","0.08","0","","26.4","4","","","","","","","","6.28","0.4","","178.3","4","","8.43","2","","7.515","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1985-01-05","06:00:00","","","","0","","","HGCL2","Sample","0.156","","","0.087","","","48.4","1","","9.1","3","","378","1","","40.8","1","","0.05","0.1","","105.805","","","246.47","","","0.38","0.3","","","","","0.665","","","30.5","1","","0.003","","","0.04","0.04","","0.69","0.04","","2.7","2","","","","","0.003","0.005","","6.729","","","0.07","0","","6.6","4","","","","","","","","6.27","0.4","","227.7","4","","8.06","2","","7.395","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1985-04-06","07:59:00","","","","0","","","HGCL2","Sample","0.154","","","0.083","","","50.6","1","","5.6","3","","365","1","","44.8","1","","0.05","0.1","","107.539","","","254.023","","","0.15","0.3","","","","","0.251","","","31","1","","0.002","","","0.06","0.04","","0.85","0.04","","2.4","2","","","","","0.017","0.005","","7.148","","","0.07","0","","9.6","4","","","","","","","","6.33","0.4","","214.7","4","","7.65","2","","7.399","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1985-06-08","07:05:00","","","","0","","","HGCL2","Sample","0.265","","","0.091","","","48.3","1","","10.1","3","","375","1","","48","1","","0.14","0.1","","101.989","","","241.69","","","0.45","0.3","","","","","0.996","","","29.4","1","","0.007","","","0.05","0.04","","0.96","0.04","","4.3","2","","","","","0.003","0.005","","6.409","","","0.12","0","","5.8","4","","","","","","","","6.55","0.4","","222.9","4","","8.4","2","","7.404","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1985-09-06","20:00:00","","","","0","","","HGCL2","Sample","0.156","","","0.1","","","46.3","1","","10.6","3","","369","1","","47.3","1","","0.05","0.1","","126.966","","","266.347","","","0.15","0.3","","","","","1.114","","","36.6","1","","0.013","","","0.07","0.04","","0.66","0.04","","2.8","2","","","","","0.02","0.005","","6.323","","","0.07","0","","6.4","4","","","","","","","","6.14","0.4","","215.6","4","","8.55","2","","7.436","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1985-12-07","09:00:00","","","","0","","","HGCL2","Sample","0.11","","","0.063","","","49.1","1","","6.6","3","","357","1","","46.7","1","","0.05","0.1","","102.336","","","244.1","","","0.15","0.3","","","","","1.18","","","29.5","1","","0.01","","","0.05","0.04","","0.78","0.04","","1","2","","","","","0.007","0.005","","6.229","","","0.05","0","","4","4","","","","","","","","6.69","0.4","","215.5","4","","8.59","2","","7.41","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1986-03-08","06:30:00","","","","0","","","HGCL2","Sample","0.199","","","0.072","","","48.8","1","","6","3","","363","1","","46.7","1","","0.11","0.1","","105.805","","","247.469","","","0.44","0.3","","","","","0.091","","","30.5","1","","0.002","","","0.09","0.04","","0.36","0.04","","3.3","2","","","","","0.022","0.005","","7.318","","","0.09","0","","7","4","","","","","","","","6.61","0.4","","217.6","4","","7.5","2","","7.409","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1986-06-07","08:15:00","","","","0","","","HGCL2","Sample","0.133","","","0.044","","","52.6","1","","5.4","3","","367","1","","47.4","1","","0.05","0.1","","101.989","","","252.428","","","0.15","0.3","","","","","0.531","","","29.4","1","","0.001","","","0.02","0.04","","0.77","0.04","","2.2","2","","","","","0.005","0.005","","6.839","","","0.06","0","","2","4","","","","","","","","6.67","0.4","","221.3","4","","7.9","2","","7.369","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1986-09-06","16:40:00","","","","0","","","HGCL2","Sample","0.132","","","0.062","","","46.5","1","","8","3","","357","1","","47.7","1","","0.05","0.1","","103.029","","","238.431","","","0.4","0.3","","","","","0.568","","","29.7","1","","0.005","","","0.09","0.04","","0.62","0.04","","2","2","","","","","0.014","0.005","","6.863","","","0.06","0","","2","4","","","","","","","","6.12","0.4","","216.4","4","","8","2","","7.431","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1986-12-06","13:15:00","","","","0","","","HGCL2","Sample","0.198","","","0.055","","","47.6","1","","6.8","3","","354","1","","46.7","1","","0.05","0.1","","105.805","","","244.472","","","0.67","0.3","","","","","0.631","","","30.5","1","","0.01","","","0.15","0.04","","0.62","0.04","","3.2","2","","","","","0.01","0.005","","6.798","","","0.09","0","","2","4","","","","","","","","6.01","0.4","","212.4","4","","8.06","2","","7.429","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1987-03-07","06:50:00","","","","0","","","HGCL2","Sample","","","","0.081","","","","","","7","3","","","","","","","","0.05","0.1","","108.58","","","","","","0.72","0.3","","","","","","","","31.3","1","","","","","0.06","0.04","","0.47","0.04","","3.8","2","","","","","0.852","0.005","","","","","","","","7.5","4","","","","","","","","6.39","0.4","","219.2","4","","7.53","2","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1987-06-06","09:30:00","","","","0","","","HGCL2","Sample","0.178","","","0.063","","","49.6","1","","6.2","3","","378","1","","48","1","","0.05","0.1","","106.498","","","250.29","","","0.39","0.3","","","","","0.819","","","30.7","1","","0.002","","","0.02","0.04","","0.73","0.04","","2.9","2","","","","","0.007","0.005","","6.563","","","0.08","0","","5.5","4","","","","","","","","6.37","0.4","","229","4","","8.2","2","","7.381","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1987-09-05","10:35:00","","","","0","","","HGCL2","Sample","0.221","","","0.067","","","51.1","1","","7.5","3","","372","1","","49.6","1","","0.05","0.1","","102.336","","","249.094","","","0.76","0.3","","","","","-0.38","","","29.5","1","","0.001","","","0.11","0.04","","0.7","0.04","","3.5","2","","","","","0.007","0.005","","7.759","","","0.1","0","","4.2","4","","","","","","","","6.22","0.4","","222.9","4","","7","2","","7.379","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1987-12-12","06:00:00","","","","0","","","HGCL2","Sample","0.156","","","0.056","","","48.8","1","","7.4","3","","370","1","","46.4","1","","0.18","0.1","","111.355","","","254.058","","","0.36","0.3","","","","","0.553","","","32.1","1","","0.002","","","0.04","0.04","","0.37","0.04","","2.4","2","","","","","0.018","0.005","","6.843","","","0.07","0","","2","4","","","","","","","","6.51","0.4","","224.3","4","","7.95","2","","7.396","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1988-03-05","07:35:00","","","","0","","","HGCL2","Sample","","","","0.069","","","","","","9.2","3","","","","","","","","0.05","0.1","","106.498","","","","","","0.44","0.3","","","","","","","","30.7","1","","","","","0.05","0.04","","0.83","0.04","","2.4","2","","","","","0.005","0.005","","","","","","","","2","4","","","","","","","","6.33","0.4","","217","4","","7.9","2","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1988-06-07","12:00:00","","","","0","","","HGCL2","Sample","","","","0.044","","","","","","5.7","3","","","","","","","","0.2","0.1","","109.621","","","","","","0.36","0.3","","","","","","","","31.6","1","","","","","0.05","0.04","","0.98","0.04","","3.3","2","","","","","0.007","0.005","","","","","","","","2","4","","","","","","","","6.63","0.4","","230.9","4","","8.1","2","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1988-09-02","09:45:00","","","","0","","","HGCL2","Sample","0.248","","","0.054","","","52.3","1","","7.5","3","","387","1","","48","1","","0.05","0.1","","106.152","","","256.621","","","0.45","0.3","","","","","-0.145","","","30.6","1","","0","","","0.05","0.04","","0.79","0.04","","3.9","2","","","","","0.008","0.005","","7.491","","","0.11","0","","2","4","","","","","","","","5.89","0.4","","236.6","4","","7.2","2","","7.345","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1988-12-03","16:25:00","","","","0","","","HGCL2","Sample","0.249","","","0.044","","","49.7","1","","6.1","3","","393","1","","47.4","1","","0.05","0.1","","113.437","","","258.776","","","0.45","0.3","","","","","0.311","","","32.7","1","","0.003","","","0.11","0.04","","0.96","0.04","","4.2","2","","","","","0.017","0.005","","7.048","","","0.11","0","","2","4","","","","","","","","6.3","0.4","","241.7","4","","7.67","2","","7.359","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1989-03-03","06:59:00","","","","0","","","HGCL2","Sample","0.159","","","0.044","","","55.4","1","","6.4","3","","407","1","","49.9","1","","0.34","0.1","","98.867","","","255.714","","","0.31","0.3","","","","","0.403","","","28.5","1","","0.002","","","0.07","0.04","","1.21","0.04","","2.5","2","","","","","0.006","0.005","","6.894","","","0.07","0","","2","4","","","","","","","","6.11","0.4","","250.9","4","","7.7","2","","7.297","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1989-06-02","07:20:00","","","","0","","","HGCL2","Sample","0.251","","","0.067","","","53.4","1","","8.5","3","","406","1","","49.5","1","","0.05","0.1","","110.661","","","264.721","","","0.52","0.3","","","","","0.345","","","31.9","1","","0.001","","","0.05","0.04","","1.27","0.04","","4.1","2","","","","","0.003","0.005","","6.979","","","0.11","0","","4.1","4","","","","","","","","6.54","0.4","","244.2","4","","7.67","2","","7.325","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1989-09-02","07:00:00","","","","0","","","HGCL2","Sample","0.159","","","0.045","","","47.1","1","","6.3","3","","395","1","","48.3","1","","0.05","0.1","","111.355","","","249.813","","","0.33","0.3","","","","","0.992","","","32.1","1","","0.006","","","0.05","0.04","","1.09","0.04","","2.4","2","","","","","0.007","0.005","","6.385","","","0.07","0","","2","4","","","","","","","","6.11","0.4","","244.4","4","","8.37","2","","7.377","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1989-12-09","15:25:00","","","","0","","","HGCL2","Sample","0.201","","","0.056","","","50.2","1","","7.7","3","","380","1","","41.9","1","","0.1","0.1","","98.867","","","242.729","","","0.71","0.3","","","","","0.888","","","28.5","1","","0.004","","","0.041","0.04","","0.921","0.04","","3.1","2","","","","","0.007","0.005","","6.484","","","0.09","0","","2","4","","","","","","","","6.16","0.4","","231.3","4","","8.26","2","","7.372","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1990-06-02","10:30:00","","","","0","","","HGCL2","Sample","0.183","","","0.06","","","49.1","1","","6.2","3","","413","1","","50.7","1","","0.11","0.1","","111.702","","","255.219","","","0.42","0.3","","","","","0.845","","","32.2","1","","0.008","","","0.087","0.04","","1.346","0.04","","2.9","2","","","","","0.005","0.005","","6.5","","","0.08","0","","6.1","4","","","","","","","","6.43","0.4","","253.8","4","","8.19","2","","7.345","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1990-09-08","06:35:00","","","","0","","","HGCL2","Sample","0.161","","","0.074","","","54.7","1","","8.5","3","","419","1","","45","1","","0.13","0.1","","108.58","","","265.497","","","0.38","0.3","","","","","0.763","","","31.3","1","","0.003","","","0.052","0.04","","1.026","0.04","","2.7","2","","","","","0.026","0.005","","6.534","","","0.07","0","","6.5","4","","","","","","","","6.04","0.4","","254.7","4","","8.06","2","","7.297","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1990-12-08","06:40:00","","","","0","","","HGCL2","Sample","0.114","","","0.067","","","53.4","1","","8","3","","402.611","","","45.7","1","","0.21","0.1","","109.968","","","263.898","","","0.94","0.3","","","","","1.227","","","31.7","1","","0.008","","","0.045","0.04","","0.707","0.04","","2","2","","","","","0.014","0.005","","6.097","","","0.05","0","","4.9","4","","","","","","","","6.37","0.4","","244.6","4","","8.55","2","","7.323","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1991-03-02","07:55:00","","","","0","","","NOT APPLICABLE","Sample","0.091","","","0.054","","","","","","","","","","","","","","","","","","107.886","","","258.181","","","","","","","","","1.275","","","","","","0.01","","","","","","","","","","","","","","","","","","6.05","","","","","","","","","","","","","","","","","","","","","","","","7.325","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1991-03-02","07:55:00","","","","0","","","HGCL2","Sample","","","","","","","52.1","1","","8.1","3","","406","1","","39","1","","0.17","0.1","","","","","","","","0.15","0.3","","","","","","","","31.1","1","","","","","0.05","0.04","","1.04","0.04","","1","2","","","","","0.014","0.005","","","","","0.04","0","","2","4","","","","","","","","6.7","0.4","","250.1","4","","8.6","2","","","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1991-06-08","09:00:00","","","","0","","","NOT APPLICABLE","Sample","0.137","","","0.054","","","","","","","","","","","","","","","","","","107.886","","","263.924","","","","","","","","","0.751","","","","","","0.003","","","","","","","","","","","","","","","","","","6.559","","","","","","","","","","","","","","","","","","","","","","","","7.309","","","","","","","",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1991-06-08","09:00:00","","","","0","","","HGCL2","Sample","","","","","","","54.4","1","","6.6","3","","406","1","","48.3","1","","0.05","0.1","","","","","","","","0.37","0.3","","","","","","","","31.1","1","","","","","0.044","0.04","","1.057","0.04","","2.2","2","","","","","0.013","0.005","","","","","0.06","0","","4","4","","","","","","","","6.14","0.4","","248.2","4","","8.06","2","","","","","","","","","",""
