"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","WaterStrike_ConstructionCompletionDate","WaterStrike_YieldMeasurementMethod","WaterStrike_WaterStrikeType","WaterStrike_SeepageValue","WaterStrike_DepthToTop","WaterStrike_DepthToBottom","WaterStrike_TotalBlowYieldValue","WaterStrike_ContributionValue"
"Dept Water - Pretoria","2525BB00057","Borehole","-25.15059","25.91633","1962-08-02",,"Total Seepage","0.0001","91.44",,,
"Dept Water - Pretoria","2525BB00058","Borehole","-25.15059","25.91633","1961-08-29",,"Individual Contribution",,"42.67",,"2.2001","2.2"
"Dept Water - Pretoria","2525BB00058","Borehole","-25.15059","25.91633","1961-08-29",,"Individual Contribution","0.0001","36.58",,"2.2001",
"Dept Water - Pretoria","2525BB00059","Borehole","-25.15059","25.91633","1962-09-11",,"Total Seepage","0.0001","56.08",,,
"Dept Water - Pretoria","2525BB00060","Borehole","-25.15059","25.91633","1962-09-28",,"Total Yield",,"39.62",,"0.3000",
"Dept Water - Pretoria","2525BB00061","Borehole","-25.15059","25.91633","1963-06-24",,"Total Seepage","0.0600","56.39",,,
"Dept Water - Pretoria","2525BB00062","Borehole","-25.15059","25.91633","1963-07-26",,"Total Seepage","0.0500","41.15",,,
"Dept Water - Pretoria","2525BB00063","Borehole","-25.15059","25.91633","1963-08-29",,"Total Seepage","0.0500","40.23",,,
"Dept Water - Pretoria","2525BB00064","Borehole","-25.15059","25.91633","1964-01-16",,"Total Seepage","0.0001","65.53",,,
"Dept Water - Pretoria","2525BB00065","Borehole","-25.15059","25.91633","1964-02-05",,"Total Yield",,"39.62",,"1.5100",
"Dept Water - Pretoria","2525BB00066","Borehole","-25.15059","25.91633","1964-09-09",,"Total Seepage","0.0001","71.63",,,
"Dept Water - Pretoria","2525BB00067","Borehole","-25.15059","25.91633","",,"",,,,,
"Dept Water - Pretoria","2525BB00068","Borehole","-25.15059","25.91633","1964-11-12",,"Total Seepage","0.0500","54.86",,,
"Dept Water - North West","08-72081","Borehole","-25.14956","25.98315","",,"",,,,,
"Dept Water - Pretoria","2525BB00069","Borehole","-25.14920","25.98243","1993-09-24","Float Principle (Thalimedes)","Total Yield",,"31.00",,"0.1800",
"Dept Water - North West","08-72078","Borehole","-25.14837","25.98341","",,"",,,,,
"Dept Water - Pretoria","2525BB00054","Borehole","-25.14816","25.98487","1993-09-24","Float Principle (Thalimedes)","Total Yield",,"31.00",,"0.1600",
"Dept Water - Pretoria","2525BB00052","Borehole","-25.14767","25.97651","1993-09-22",,"Total Seepage","0.0001","71.00",,,
"Dept Water - North West","08-72058","Borehole","-25.14602","25.97523","",,"",,,,,
"Dept Water - North West","08-72091","Borehole","-25.14404","25.96302","",,"",,,,,
"Dept Water - North West","08-72056","Borehole","-25.14320","25.98012","",,"",,,,,
"Dept Water - North West","08-72089","Borehole","-25.14192","25.98248","",,"",,,,,
"Dept Water - North West","08-72080","Borehole","-25.14161","25.97359","",,"",,,,,
"Dept Water - North West","08-72086","Borehole","-25.13930","25.95878","",,"",,,,,
"Dept Water - North West","08-72087","Borehole","-25.13902","25.95325","",,"",,,,,
"Dept Water - North West","08-72082","Borehole","-25.13443","25.97323","",,"",,,,,
"Dept Water - Pretoria","2526AA00346","Borehole","-25.13393","26.01634","1980-11-15",,"Total Seepage","0.0001","53.00",,,
"Dept Water - Pretoria","2526AA00345","Borehole","-25.13393","26.03300","1979-02-02",,"Total Seepage","0.0001","92.00",,,
"Dept Water - Pretoria","2525BB00212","Borehole","-25.13392","25.96633","1953-07-04",,"Total Yield",,"27.43",,"0.2500",
"Dept Water - Pretoria","2525BB00213","Borehole","-25.13392","25.96633","1955-10-17",,"Total Seepage","0.0700","18.29",,,
"Dept Water - Pretoria","2525BB00214","Borehole","-25.13392","25.96633","1958-02-12",,"Total Seepage","0.0600","54.86",,,
"Dept Water - Pretoria","2525BB00215","Borehole","-25.13392","25.96633","1962-11-27",,"Individual Contribution",,"54.86",,"3.0001","3.0"
"Dept Water - Pretoria","2525BB00215","Borehole","-25.13392","25.96633","1962-11-27",,"Individual Contribution","0.0001","41.15",,"3.0001",
"Dept Water - Pretoria","2525BB00216","Borehole","-25.13392","25.96633","1962-12-10",,"Total Yield",,"32.00",,"0.2500",
"Dept Water - Pretoria","2525BB00217","Borehole","-25.13392","25.96633","1963-04-10",,"Total Seepage","0.0001","44.20",,,
"Dept Water - Pretoria","2525BB00218","Borehole","-25.13392","25.96633","1963-05-30",,"Total Seepage","0.0100","41.15",,,
"Dept Water - Pretoria","2525BB00219","Borehole","-25.13392","25.96633","1965-07-06",,"Total Seepage","0.0800","53.34",,,
"Dept Water - Pretoria","2525BB00220","Borehole","-25.13392","25.96633","1963-02-28",,"Total Seepage","0.0400","42.67",,,
"Dept Water - Pretoria","2525BB00221","Borehole","-25.13392","25.96633","1962-11-29",,"Total Seepage","0.0400","41.15",,,
"Dept Water - North West","08-72085","Borehole","-25.12790","25.96227","",,"",,,,,
"Dept Water - North West","08-72084","Borehole","-25.12767","25.96520","",,"",,,,,
"Dept Water - North West","08-72057","Borehole","-25.12632","25.96255","",,"",,,,,
"Dept Water - North West","08-72083","Borehole","-25.12504","25.96552","",,"",,,,,
"Dept Water - Pretoria","2526AA00343","Borehole","-25.11728","26.01634","",,"",,,,,
"Dept Water - Pretoria","2526AA00333","Borehole","-25.11727","26.01634","1983-01-25",,"Total Seepage","0.0700","84.00",,,
"Dept Water - Pretoria","2526AA00344","Borehole","-25.11727","26.01635","1979-04-26",,"Total Yield",,"28.00",,"4.6100",
"Dept Water - Pretoria","2525BB00239","Borehole","-25.10968","25.93871","1993-09-29",,"Total Seepage","0.0001","56.00",,,
"Dept Water - Pretoria","2525BB00109","Borehole","-25.10884","25.92741","1993-09-27","Float Principle (Thalimedes)","Total Yield",,"33.00",,"0.1000",
"Dept Water - Pretoria","2525BB00242","Borehole","-25.10774","25.93126","",,"",,,,,
"Dept Water - Pretoria","2525BB00238","Borehole","-25.10762","25.93592","1993-09-28",,"Total Seepage","0.0001","76.00",,,
"Dept Water - Pretoria","2525BB00237","Borehole","-25.10696","25.93354","1993-09-28","Estimated","Individual Contribution",,"42.00",,"0.7001","0.7"
"Dept Water - Pretoria","2525BB00237","Borehole","-25.10696","25.93354","1993-09-28","Estimated","Individual Contribution","0.0001","32.00",,"0.7001",
"Dept Water - Pretoria","2525BB00110","Borehole","-25.10613","25.94344","1991-10-11","Float Principle (Thalimedes)","Total Yield",,"42.00",,"1.4400",
"Dept Water - Pretoria","2525BB00243","Borehole","-25.10521","25.94691","1991-10-14","Estimated","Individual Contribution",,"45.00",,"3.6000","0.1"
"Dept Water - Pretoria","2525BB00243","Borehole","-25.10521","25.94691","1991-10-14","Estimated","Individual Contribution",,"52.00",,"3.6000","3.5"
"Dept Water - Pretoria","2526AA00423","Borehole","-25.10477","26.08300","1994-02-18",,"Total Seepage","0.0001","56.00",,,
"Dept Water - Pretoria","2525BB00240","Borehole","-25.10404","25.93916","1993-09-29",,"Total Yield",,"27.00",,"2.4000",
"Dept Water - Pretoria","2525BB00241","Borehole","-25.10234","25.93702","1993-09-30",,"Individual Contribution",,"52.00",,"0.1001","0.1"
"Dept Water - Pretoria","2525BB00241","Borehole","-25.10234","25.93702","1993-09-30",,"Individual Contribution","0.0001","29.00",,"0.1001",
"Dept Water - Pretoria","2525BB00075","Borehole","-25.10059","25.88298","1947-07-15",,"Total Yield",,"27.43",,"0.6000",
"Dept Water - Pretoria","2525BB00076","Borehole","-25.10059","25.88298","1953-04-02",,"Total Seepage","0.0300","27.43",,,
"Dept Water - Pretoria","2525BB00077","Borehole","-25.10059","25.88298","1953-06-05",,"Total Seepage","0.0001","61.57",,,
"Dept Water - Pretoria","2525BB00078","Borehole","-25.10059","25.88298","1953-06-06",,"Individual Contribution",,"51.82",,"1.3001","1.3"
"Dept Water - Pretoria","2525BB00078","Borehole","-25.10059","25.88298","1953-06-06",,"Individual Contribution","0.0001","24.38",,"1.3001",
"Dept Water - Pretoria","2525BB00079","Borehole","-25.10059","25.88298","1953-10-06",,"Individual Contribution",,"30.48",,"4.5001","4.5"
"Dept Water - Pretoria","2525BB00079","Borehole","-25.10059","25.88298","1953-10-06",,"Individual Contribution","0.0001","18.29",,"4.5001",
"Dept Water - Pretoria","2525BB00080","Borehole","-25.10059","25.88298","1958-06-18",,"Total Yield",,"39.62",,"1.8200",
"Dept Water - Pretoria","2525BB00081","Borehole","-25.10059","25.88298","1964-11-12",,"Total Seepage","0.0001","69.19",,,
"Dept Water - Pretoria","2525BB00082","Borehole","-25.10059","25.88298","1964-11-26",,"Total Seepage","0.0001","59.44",,,
"Dept Water - Pretoria","2525BB00093","Borehole","-25.10059","25.98299","1913-12-10",,"Total Seepage","0.0100","19.81",,,
"Dept Water - Pretoria","2525BB00094","Borehole","-25.10059","25.98299","1958-06-23",,"Total Seepage","0.0001","21.03",,,
"Dept Water - Pretoria","2525BB00095","Borehole","-25.10059","25.98299","1958-07-28",,"Total Seepage","0.0001","21.34",,,
"Dept Water - Pretoria","2525BB00096","Borehole","-25.10059","25.98299","1953-08-31",,"Total Seepage","0.0001","18.29",,,
"Dept Water - Pretoria","2525BB00097","Borehole","-25.10059","25.98299","1953-11-30",,"Total Seepage","0.0001","88.39",,,
"Dept Water - Pretoria","2525BB00098","Borehole","-25.10059","25.98299","1961-01-04",,"Total Seepage","0.0001","13.11",,,
"Dept Water - Pretoria","2525BB00099","Borehole","-25.10059","25.98299","1961-01-14",,"Total Seepage","0.0001","12.80",,,
"Dept Water - Pretoria","2525BB00100","Borehole","-25.10059","25.98299","1961-03-18",,"Total Seepage","0.0500","30.17",,,
"Dept Water - Pretoria","2525BB00101","Borehole","-25.10059","25.98299","1961-04-29",,"Total Seepage","0.0500","43.59",,,
"Dept Water - Pretoria","2525BB00102","Borehole","-25.10059","25.98299","1961-06-02",,"Total Yield",,"60.65",,"0.6000",
"Dept Water - Pretoria","2525BB00103","Borehole","-25.10059","25.98299","1963-09-05",,"Individual Contribution",,"56.39",,"3.8001","3.8"
"Dept Water - Pretoria","2525BB00103","Borehole","-25.10059","25.98299","1963-09-05",,"Individual Contribution","0.0001","25.91",,"3.8001",
"Dept Water - Pretoria","2525BB00104","Borehole","-25.10059","25.98299","1974-03-14",,"Total Seepage","0.0001","107.00",,,
"Dept Water - Pretoria","2525BB00105","Borehole","-25.10059","25.98299","1974-04-23",,"Total Seepage","0.0001","120.00",,,
"Dept Water - Pretoria","2525BB00106","Borehole","-25.10059","25.98299","1974-05-16",,"Total Seepage","0.0001","67.00",,,
"Dept Water - Pretoria","2525BB00107","Borehole","-25.10059","25.98299","1974-06-03",,"Total Seepage","0.0001","82.00",,,
"Dept Water - Pretoria","2525BB00108","Borehole","-25.10059","25.98299","1974-06-19",,"Total Yield",,"54.00",,"0.5100",
"Dept Water - Pretoria","2525BB00111","Borehole","-25.10059","25.98299","1979-05-18",,"Total Seepage","0.0001","80.00",,,
"Dept Water - Pretoria","2525BB00112","Borehole","-25.10059","25.98299","1980-01-17",,"Total Seepage","0.0001","100.00",,,
"Dept Water - Pretoria","2525BB00113","Borehole","-25.10059","25.98299","1980-01-24",,"Total Yield",,"12.00",,"2.1300",
"Dept Water - Pretoria","2525BB00114","Borehole","-25.10059","25.98299","1980-02-06",,"Total Seepage","0.0001","71.00",,,
"Dept Water - Pretoria","2525BB00115","Borehole","-25.10059","25.98299","1980-02-15",,"Total Seepage","0.0001","71.00",,,
"Dept Water - Pretoria","2525BB00116","Borehole","-25.10059","25.98299","1983-02-02",,"Total Yield",,"72.00",,"1.0000",
"Dept Water - North West","08-72107","Borehole","-25.09584","25.80795","",,"",,,,,
"Dept Water - Pretoria","2526AA00374","Borehole","-25.08814","26.04967","",,"",,,,,
"Dept Water - Pretoria","2526AA00372","Borehole","-25.08813","26.04967","",,"",,,,,
"Dept Water - Pretoria","2526AA00370","Borehole","-25.08812","26.04967","",,"",,,,,
"Dept Water - Pretoria","2526AA00368","Borehole","-25.08811","26.04967","",,"",,,,,
"Dept Water - Pretoria","2526AA00366","Borehole","-25.08810","26.04967","",,"",,,,,
"Dept Water - Pretoria","2526AA00369","Borehole","-25.08810","26.04968","",,"",,,,,
"Dept Water - Pretoria","2526AA00371","Borehole","-25.08810","26.04969","",,"",,,,,
"Dept Water - Pretoria","2526AA00373","Borehole","-25.08810","26.04970","1990-07-12",,"Total Yield",,"60.00",,"6.6700",
"Dept Water - Pretoria","2525BB00250","Borehole","-25.08809","25.96076","",,"",,,,,
"Dept Water - Pretoria","2526AA00201","Borehole","-25.08396","26.04967","1969-02-05",,"Individual Contribution",,"57.91",,"2.0001","2.0"
"Dept Water - Pretoria","2526AA00201","Borehole","-25.08396","26.04967","1969-02-05",,"Individual Contribution","0.0001","33.53",,"2.0001",
"Dept Water - Pretoria","2526AA00199","Borehole","-25.08395","26.04967","1938-09-07",,"Individual Contribution",,"43.28",,"2.5001","2.5"
"Dept Water - Pretoria","2526AA00199","Borehole","-25.08395","26.04967","1938-09-07",,"Individual Contribution","0.0001","29.26",,"2.5001",
"Dept Water - Pretoria","2526AA00197","Borehole","-25.08394","26.04967","1938-06-08",,"Total Yield",,"85.34",,"2.5200",
"Dept Water - Pretoria","2526AA00196","Borehole","-25.08393","26.04967","1938-04-12",,"Total Yield",,"27.43",,"0.2000",
"Dept Water - Pretoria","2526AA00198","Borehole","-25.08393","26.04968","1938-08-03",,"Total Seepage","0.0100","25.91",,,
"Dept Water - Pretoria","2526AA00200","Borehole","-25.08393","26.04969","1968-10-24",,"Total Yield",,"78.03",,"2.1300",
"Dept Water - Pretoria","2525BB00018","Borehole","-25.08392","25.93299","1959-03-26",,"Total Yield",,"53.34",,"0.9100",
"Dept Water - Pretoria","2526AA00104","Borehole","-25.07560","26.00911","2003-01-27",,"Total Seepage","0.0700","52.00",,,
"Dept Water - Pretoria","008532","Borehole","-25.07560","26.01078","1952-12-06",,"Total Yield",,"46.94",,"0.2100",
"Dept Water - Pretoria","008531","Borehole","-25.07560","26.01106","1952-10-20",,"Total Seepage","0.0001","37.49",,,
"Dept Water - Pretoria","2526AA00422","Borehole","-25.07004","26.08050","1994-02-21",,"Individual Contribution","0.0001","37.00",,"0.0003",
"Dept Water - Pretoria","2526AA00422","Borehole","-25.07004","26.08050","1994-02-21",,"Individual Contribution","0.0001","45.00",,"0.0003",
"Dept Water - Pretoria","2526AA00422","Borehole","-25.07004","26.08050","1994-02-21",,"Individual Contribution","0.0001","61.00",,"0.0003",
"Dept Water - Pretoria","005430","Borehole","-25.06948","25.96577","1950-02-11",,"Total Seepage","0.0001","75.59",,,
"Dept Water - Pretoria","2525BB00195","Borehole","-25.06736","25.96632","1954-07-17",,"Total Seepage","0.0001","16.15",,,
"Dept Water - North West","2525BB00158","Borehole","-25.06726","25.83298","1964-03-17",,"Total Seepage","0.0600","27.43",,,
"Dept Water - North West","2525BB00163","Borehole","-25.06726","25.83298","1964-04-29",,"Total Yield",,"19.20",,"0.7600",
"Dept Water - North West","2525BB00164","Borehole","-25.06726","25.83298","1964-05-15",,"Total Seepage","0.0500","34.44",,,
"Dept Water - Pretoria","2525BB00147","Borehole","-25.06726","25.83298","",,"",,,,,
"Dept Water - Pretoria","2525BB00148","Borehole","-25.06726","25.83298","1959-05-28",,"Total Yield",,"33.53",,"1.5100",
"Dept Water - Pretoria","2525BB00149","Borehole","-25.06726","25.83298","1959-05-18",,"Total Yield",,"18.29",,"1.2600",
"Dept Water - Pretoria","2525BB00150","Borehole","-25.06726","25.83298","1966-05-13",,"Total Seepage","0.0001","77.72",,,
"Dept Water - Pretoria","2525BB00151","Borehole","-25.06726","25.83298","1966-03-29",,"Total Seepage","0.0001","114.30",,,
"Dept Water - Pretoria","2525BB00152","Borehole","-25.06726","25.83298","1961-09-08",,"Total Seepage","0.0600","42.67",,,
"Dept Water - Pretoria","2525BB00153","Borehole","-25.06726","25.83298","1961-10-03",,"Total Seepage","0.0500","36.58",,,
"Dept Water - Pretoria","2525BB00154","Borehole","-25.06726","25.83298","1961-10-18",,"Individual Contribution",,"39.62",,"2.7001","2.7"
"Dept Water - Pretoria","2525BB00154","Borehole","-25.06726","25.83298","1961-10-18",,"Individual Contribution","0.0001","33.53",,"2.7001",
"Dept Water - Pretoria","2525BB00155","Borehole","-25.06726","25.83298","1961-11-02",,"Total Yield",,"54.86",,"2.7300",
"Dept Water - Pretoria","2525BB00156","Borehole","-25.06726","25.83298","1963-02-26",,"Total Yield",,"27.43",,"1.2100",
"Dept Water - Pretoria","2525BB00157","Borehole","-25.06726","25.83298","1964-03-05",,"Total Yield",,"24.69",,"1.2600",
"Dept Water - Pretoria","2525BB00159","Borehole","-25.06726","25.83298","1964-03-24",,"Total Seepage","0.0001","19.81",,,
"Dept Water - Pretoria","2525BB00160","Borehole","-25.06726","25.83298","",,"",,,,,
"Dept Water - Pretoria","2525BB00161","Borehole","-25.06726","25.83298","1964-04-08",,"Total Seepage","0.0001","44.20",,,
"Dept Water - Pretoria","2525BB00162","Borehole","-25.06726","25.83298","1964-04-21",,"Total Seepage","0.0001","89.92",,,
"Dept Water - Pretoria","2525BB00165","Borehole","-25.06726","25.83298","1964-05-29",,"Total Seepage","0.0500","50.29",,,
"Dept Water - Pretoria","2525BB00166","Borehole","-25.06726","25.83298","",,"",,,,,
"Dept Water - Pretoria","2525BB00167","Borehole","-25.06726","25.83298","1965-11-29",,"Total Seepage","0.0500","47.55",,,
"Dept Water - Pretoria","2525BB00168","Borehole","-25.06726","25.83298","1966-04-14",,"Total Seepage","0.0001","62.48",,,
"Dept Water - Pretoria","2525BB00169","Borehole","-25.06726","25.83298","",,"",,,,,
"Dept Water - Pretoria","2525BB00170","Borehole","-25.06726","25.83298","1966-05-17",,"Individual Contribution",,"76.20",,"3.8001","3.8"
"Dept Water - Pretoria","2525BB00170","Borehole","-25.06726","25.83298","1966-05-17",,"Individual Contribution","0.0001","45.11",,"3.8001",
"Dept Water - Pretoria","2525BB00171","Borehole","-25.06726","25.83298","1966-06-21",,"Total Seepage","0.0600","60.96",,,
"Dept Water - Pretoria","2525BB00172","Borehole","-25.06726","25.83298","1966-06-22",,"Individual Contribution",,"51.82",,"0.8001","0.8"
"Dept Water - Pretoria","2525BB00172","Borehole","-25.06726","25.83298","1966-06-22",,"Individual Contribution","0.0001","33.53",,"0.8001",
"Dept Water - Pretoria","2525BB00173","Borehole","-25.06726","25.83298","1966-07-11",,"Total Yield",,"36.58",,"1.2600",
"Dept Water - Pretoria","2525BB00233","Borehole","-25.06726","25.83298","",,"",,,,,
"Dept Water - Pretoria","2525BB00174","Borehole","-25.06726","25.96633","",,"",,,,,
"Dept Water - Pretoria","2525BB00175","Borehole","-25.06726","25.96633","1943-08-06",,"Total Seepage","0.0001","25.91",,,
"Dept Water - Pretoria","2525BB00176","Borehole","-25.06726","25.96633","",,"",,,,,
"Dept Water - Pretoria","2525BB00177","Borehole","-25.06726","25.96633","",,"",,,,,
