"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","Lithology_DescriptorDesignation","Lithology_DescriptorName","Lithology_EventDate","Lithology_DepthToTop","Lithology_DepthToBottom","Lithology_LithologyName","Lithology_PrimaryColour","Lithology_ColourQualifier","Lithology_SecondaryColour","Lithology_CompositionQualifier","Lithology_FabricQualifier","Lithology_FabricAttribute","Lithology_MaterialType","Lithology_FormationType","Lithology_TextureQualifier","Lithology_HardnessQualifier","Lithology_ParticleShape","Lithology_Sorting","Lithology_BoulderPercentage","Lithology_CobblePercentage","Lithology_PebblePercentage","Lithology_GranulePercentage","Lithology_SandPercentage","Lithology_SiltPercentage","Lithology_ClayPercentage","Lithology_WeatheringDegree","Lithology_FracturingDegree"
"Dept Water - Pretoria","2526AC00373","Borehole","-25.27049","26.03004","Non-Earth Scientist: Driller",,"1991-11-05","11.00","21.00","Sandstone","Brown","Light",,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00373","Borehole","-25.27049","26.03004","Non-Earth Scientist: Driller",,"1991-11-05","21.00","73.00","Dolerite","Grey",,"Brownish",,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AC00373","Borehole","-25.27049","26.03004","Non-Earth Scientist: Driller",,"1991-11-05","73.00","80.00","Dolerite","Grey",,"Bluish",,,"Very","Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2526AC00373","Borehole","-25.27049","26.03004","Non-Earth Scientist: Driller",,"1991-11-05","80.00","101.00","Dolerite","Blue",,"Greyish",,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00078","Borehole","-25.26728","26.01634","Non-Earth Scientist: Driller",,"1912-09-21","0.00","18.29","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00078","Borehole","-25.26728","26.01634","Non-Earth Scientist: Driller",,"1912-09-21","18.29","56.08","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00077","Borehole","-25.26727","26.01634","Non-Earth Scientist: Driller",,"1912-07-08","0.00","29.56","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00077","Borehole","-25.26727","26.01634","Non-Earth Scientist: Driller",,"1912-07-08","29.56","51.21","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BD00189","Borehole","-25.26628","25.88413",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00064","Borehole","-25.26394","25.99104","Non-Earth Scientist: Driller",,"1993-10-11","0.00","7.00","SOIL","Brown","Dark",,,"Loose",,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00064","Borehole","-25.26394","25.99104","Non-Earth Scientist: Driller",,"1993-10-11","7.00","13.00","Diabase","Brown",,"Greyish",,,"Very","Consolidated","Igneous","Medium and fine",,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BC00064","Borehole","-25.26394","25.99104","Non-Earth Scientist: Driller",,"1993-10-11","13.00","21.00","Diabase","Grey","Dark",,,,"Slightly","Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BC00064","Borehole","-25.26394","25.99104","Non-Earth Scientist: Driller",,"1993-10-11","21.00","76.00","Diabase","Grey","Dark",,,,"Slightly","Consolidated","Igneous","Medium and fine",,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BC00064","Borehole","-25.26394","25.99104","Non-Earth Scientist: Driller",,"1993-10-11","76.00","106.00","Diabase","Grey","Dark",,,,,"Consolidated","Igneous","Fine",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00063","Borehole","-25.26393","25.99104","Non-Earth Scientist: Driller",,"1993-10-12","0.00","1.00","SOIL","Brown",,"Reddish",,"Pebbly",,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00063","Borehole","-25.26393","25.99104","Non-Earth Scientist: Driller",,"1993-10-12","1.00","9.00","Quartzite","Grey",,"Brownish",,,"Very","Consolidated","Metamorphic","Fine to medium",,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BC00063","Borehole","-25.26393","25.99104","Non-Earth Scientist: Driller",,"1993-10-12","9.00","34.00","Quartzite","Grey","Dark",,,,,"Consolidated","Metamorphic","Fine to medium",,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BC00063","Borehole","-25.26393","25.99104","Non-Earth Scientist: Driller",,"1993-10-12","34.00","50.00","Quartzite","Grey","Dark",,,,"Slightly","Consolidated","Metamorphic","Fine",,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BC00063","Borehole","-25.26393","25.99104","Non-Earth Scientist: Driller",,"1993-10-12","50.00","58.00","Quartzite","Grey","Dark",,,,,"Consolidated","Metamorphic","Fine",,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BC00063","Borehole","-25.26393","25.99104","Non-Earth Scientist: Driller",,"1993-10-12","58.00","81.00","Quartzite","Grey","Dark",,,,,"Consolidated","Metamorphic","Fine",,,,,,,,,,,"Unweathered",
"Dept Water - Pretoria","2525BD00187","Borehole","-25.26197","25.92430","Non-Earth Scientist: Driller",,"1991-10-29","0.00","3.00","SOIL","Brown",,,,"Sandy",,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00187","Borehole","-25.26197","25.92430","Non-Earth Scientist: Driller",,"1991-10-29","3.00","6.00","Sand","Orange",,"Brownish",,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00187","Borehole","-25.26197","25.92430","Non-Earth Scientist: Driller",,"1991-10-29","6.00","35.00","Sand","Brown","Light",,,"Clayey",,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00187","Borehole","-25.26197","25.92430","Non-Earth Scientist: Driller",,"1991-10-29","35.00","41.00","Dolerite","Grey",,"Brownish",,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00187","Borehole","-25.26197","25.92430","Non-Earth Scientist: Driller",,"1991-10-29","41.00","56.00","Dolerite","Black",,,,,,"Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BD00187","Borehole","-25.26197","25.92430","Non-Earth Scientist: Driller",,"1991-10-29","56.00","91.00","Dolerite","Black",,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00092","Borehole","-25.25900","26.01634","Non-Earth Scientist: Driller",,"1973-12-03","0.00","21.00","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00092","Borehole","-25.25900","26.01634","Non-Earth Scientist: Driller",,"1973-12-03","21.00","167.00","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00090","Borehole","-25.25899","26.01634","Non-Earth Scientist: Driller",,"1960-07-20","0.00","27.43","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00090","Borehole","-25.25899","26.01634","Non-Earth Scientist: Driller",,"1960-07-20","27.43","71.93","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00088","Borehole","-25.25898","26.01634","Non-Earth Scientist: Driller",,"1960-05-21","0.00","47.24","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00088","Borehole","-25.25898","26.01634","Non-Earth Scientist: Driller",,"1960-05-21","47.24","61.57","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00088","Borehole","-25.25898","26.01634","Non-Earth Scientist: Driller",,"1960-05-21","61.57","64.62","Lava",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00086","Borehole","-25.25897","26.01634","Non-Earth Scientist: Driller",,"1959-04-28","0.00","27.74","NO SAMPLE",,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00086","Borehole","-25.25897","26.01634","Non-Earth Scientist: Driller",,"1959-04-28","27.74","32.92","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00084","Borehole","-25.25896","26.01634","Non-Earth Scientist: Driller",,"1959-03-11","0.00","6.10","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00084","Borehole","-25.25896","26.01634","Non-Earth Scientist: Driller",,"1959-03-11","6.10","13.11","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00084","Borehole","-25.25896","26.01634","Non-Earth Scientist: Driller",,"1959-03-11","13.11","56.69","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00084","Borehole","-25.25896","26.01634","Non-Earth Scientist: Driller",,"1959-03-11","56.69","62.48","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00082","Borehole","-25.25895","26.01634","Non-Earth Scientist: Driller",,"1931-08-17","0.00","1.22","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00082","Borehole","-25.25895","26.01634","Non-Earth Scientist: Driller",,"1931-08-17","1.22","58.52","Gravel & Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00082","Borehole","-25.25895","26.01634","Non-Earth Scientist: Driller",,"1931-08-17","58.52","60.65","Boulders",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00082","Borehole","-25.25895","26.01634","Non-Earth Scientist: Driller",,"1931-08-17","60.65","70.41","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00082","Borehole","-25.25895","26.01634","Non-Earth Scientist: Driller",,"1931-08-17","70.41","97.54","Diorite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634","Non-Earth Scientist: Driller",,"1922-01-19","0.00","3.05","Alluvium",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634","Non-Earth Scientist: Driller",,"1922-01-19","3.05","6.10","Gravel & Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634","Non-Earth Scientist: Driller",,"1922-01-19","6.10","9.14","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634","Non-Earth Scientist: Driller",,"1922-01-19","9.14","16.76","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634","Non-Earth Scientist: Driller",,"1922-01-19","16.76","39.62","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634","Non-Earth Scientist: Driller",,"1922-01-19","39.62","48.77","Diabase",,,,,,,"Consolidated","Igneous","Fine",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634","Non-Earth Scientist: Driller",,"1922-01-19","48.77","53.34","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634","Non-Earth Scientist: Driller",,"1922-01-19","53.34","58.83","Quartzite",,,,,,,"Consolidated","Metamorphic",,"Hard",,,,,,,,,,,
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634","Non-Earth Scientist: Driller",,"1922-01-19","58.83","59.44","NO SAMPLE","Blue",,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634","Non-Earth Scientist: Driller",,"1922-01-19","59.44","65.53","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00079","Borehole","-25.25894","26.01635","Non-Earth Scientist: Driller",,"1921-11-03","0.00","1.22","Alluvium",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00079","Borehole","-25.25894","26.01635","Non-Earth Scientist: Driller",,"1921-11-03","1.22","4.27","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00079","Borehole","-25.25894","26.01635","Non-Earth Scientist: Driller",,"1921-11-03","4.27","5.49","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00079","Borehole","-25.25894","26.01635","Non-Earth Scientist: Driller",,"1921-11-03","5.49","22.86","Conglomerate",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00079","Borehole","-25.25894","26.01635","Non-Earth Scientist: Driller",,"1921-11-03","22.86","57.91","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00081","Borehole","-25.25894","26.01636","Non-Earth Scientist: Driller",,"1931-06-10","0.00","0.91","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00081","Borehole","-25.25894","26.01636","Non-Earth Scientist: Driller",,"1931-06-10","0.91","19.81","Gravel & Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00081","Borehole","-25.25894","26.01636","Non-Earth Scientist: Driller",,"1931-06-10","19.81","21.03","Boulders",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00081","Borehole","-25.25894","26.01636","Non-Earth Scientist: Driller",,"1931-06-10","21.03","33.83","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AC00081","Borehole","-25.25894","26.01636","Non-Earth Scientist: Driller",,"1931-06-10","33.83","64.01","Dolomite",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00083","Borehole","-25.25894","26.01637","Non-Earth Scientist: Driller",,"1959-01-24","0.00","28.04","Boulders",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00083","Borehole","-25.25894","26.01637","Non-Earth Scientist: Driller",,"1959-01-24","28.04","46.63","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00085","Borehole","-25.25894","26.01638","Non-Earth Scientist: Driller",,"1959-04-07","0.00","14.93","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00085","Borehole","-25.25894","26.01638","Non-Earth Scientist: Driller",,"1959-04-07","14.93","48.77","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00087","Borehole","-25.25894","26.01639","Non-Earth Scientist: Driller",,"1959-06-06","0.00","3.05","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00087","Borehole","-25.25894","26.01639","Non-Earth Scientist: Driller",,"1959-06-06","3.05","6.10","Sandstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00087","Borehole","-25.25894","26.01639","Non-Earth Scientist: Driller",,"1959-06-06","6.10","21.34","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AC00087","Borehole","-25.25894","26.01639","Non-Earth Scientist: Driller",,"1959-06-06","21.34","54.86","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00087","Borehole","-25.25894","26.01639","Non-Earth Scientist: Driller",,"1959-06-06","54.86","86.26","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00089","Borehole","-25.25894","26.01640","Non-Earth Scientist: Driller",,"1960-06-27","0.00","24.38","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00089","Borehole","-25.25894","26.01640","Non-Earth Scientist: Driller",,"1960-06-27","24.38","102.41","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00091","Borehole","-25.25894","26.01641","Non-Earth Scientist: Driller",,"1968-08-02","0.00","1.52","Sandstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00091","Borehole","-25.25894","26.01641","Non-Earth Scientist: Driller",,"1968-08-02","1.52","33.53","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00091","Borehole","-25.25894","26.01641","Non-Earth Scientist: Driller",,"1968-08-02","33.53","76.50","Dolomite",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00093","Borehole","-25.25894","26.01642","Non-Earth Scientist: Driller",,"1974-12-19","0.00","15.00","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00093","Borehole","-25.25894","26.01642","Non-Earth Scientist: Driller",,"1974-12-19","15.00","121.00","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00073","Borehole","-25.25670","25.74521",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00174","Borehole","-25.25665","25.94485","Non-Earth Scientist: Driller",,"1993-10-08","0.00","6.00","SOIL","Brown","Dark",,,"Clayey",,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00174","Borehole","-25.25665","25.94485","Non-Earth Scientist: Driller",,"1993-10-08","6.00","10.00","Quartzite","Brown","Light",,,"Sandy","Very","Consolidated","Metamorphic",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00174","Borehole","-25.25665","25.94485","Non-Earth Scientist: Driller",,"1993-10-08","10.00","14.00","Diabase","Brown",,"Yellowish",,,"Very","Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00174","Borehole","-25.25665","25.94485","Non-Earth Scientist: Driller",,"1993-10-08","14.00","22.00","Diabase","Grey",,"Brownish",,,"Very","Consolidated","Igneous","Fine",,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00174","Borehole","-25.25665","25.94485","Non-Earth Scientist: Driller",,"1993-10-08","22.00","26.00","Diabase","Grey","Dark",,,,"Slightly","Consolidated","Igneous","Fine",,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BD00174","Borehole","-25.25665","25.94485","Non-Earth Scientist: Driller",,"1993-10-08","26.00","99.00","Diabase","Grey","Dark",,,,,"Consolidated","Igneous",,,,,,,,,,,,"Unweathered",
"Dept Water - Pretoria","2525BD00174","Borehole","-25.25665","25.94485","Non-Earth Scientist: Driller",,"1993-10-08","99.00","110.00","Quartzite","Grey",,"Bluish",,,"Slightly","Consolidated","Metamorphic","Fine",,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BD00174","Borehole","-25.25665","25.94485","Non-Earth Scientist: Driller",,"1993-10-08","110.00","131.00","Quartzite","Grey",,"Bluish",,,,"Consolidated","Metamorphic","Fine",,,,,,,,,,,"Unweathered",
"Dept Water - Pretoria","2525BD00172","Borehole","-25.25665","25.94510","Non-Earth Scientist: Driller",,"1993-10-07","0.00","6.00","SOIL","Brown","Dark",,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00172","Borehole","-25.25665","25.94510","Non-Earth Scientist: Driller",,"1993-10-07","6.00","9.00","Quartzite","Brown","Light",,,"Sandy","Very","Consolidated","Metamorphic",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00172","Borehole","-25.25665","25.94510","Non-Earth Scientist: Driller",,"1993-10-07","9.00","16.00","Diabase","Brown",,"Yellowish",,"Clayey","Very","Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00172","Borehole","-25.25665","25.94510","Non-Earth Scientist: Driller",,"1993-10-07","16.00","22.00","Diabase","Brown",,"Greyish",,,,"Consolidated","Igneous","Fine",,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00172","Borehole","-25.25665","25.94510","Non-Earth Scientist: Driller",,"1993-10-07","22.00","43.00","Diabase","Black",,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00172","Borehole","-25.25665","25.94510","Non-Earth Scientist: Driller",,"1993-10-07","43.00","51.00","Diabase","Grey","Dark",,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00173","Borehole","-25.25511","25.96007","Non-Earth Scientist: Driller",,"1993-10-08","0.00","3.00","SOIL","Brown","Dark",,,"Clayey",,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00173","Borehole","-25.25511","25.96007","Non-Earth Scientist: Driller",,"1993-10-08","3.00","20.00","Quartzite","Brown",,"Greyish",,,"Very","Consolidated","Metamorphic","Fine",,,,,,,,,,,"Highly","Moderately"
"Dept Water - Pretoria","2525BD00173","Borehole","-25.25511","25.96007","Non-Earth Scientist: Driller",,"1993-10-08","20.00","25.00","Quartzite","Blue",,"Greyish",,,,"Consolidated","Metamorphic","Fine",,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BD00173","Borehole","-25.25511","25.96007","Non-Earth Scientist: Driller",,"1993-10-08","25.00","41.00","Quartzite","Blue",,"Greyish",,,,"Consolidated","Metamorphic","Fine",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00192","Borehole","-25.25412","25.87883",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00166","Borehole","-25.25395","25.96006","Non-Earth Scientist: Driller",,"1993-10-07","0.00","3.00","SOIL","Brown","Dark",,,"Clayey",,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00166","Borehole","-25.25395","25.96006","Non-Earth Scientist: Driller",,"1993-10-07","3.00","10.00","Quartzite","Grey",,"Brownish",,"Sandy","Very","Consolidated","Metamorphic",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00166","Borehole","-25.25395","25.96006","Non-Earth Scientist: Driller",,"1993-10-07","10.00","101.00","Quartzite","Grey",,"Bluish",,,"Slightly","Consolidated","Metamorphic","Fine",,,,,,,,,,,"Unweathered","Moderately"
"Dept Water - North West","2525BD00146","Borehole","-25.25059","25.79940","Non-Earth Scientist: Driller",,"1993-11-22","0.00","2.00","SOIL","Grey",,"Brownish",,"Pebbly",,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - North West","2525BD00146","Borehole","-25.25059","25.79940","Non-Earth Scientist: Driller",,"1993-11-22","2.00","26.00","Dolomite","Black",,,,,"Slightly","Consolidated","Sedimentary",,,,,,,,,,,,"Highly","Moderately"
"Dept Water - North West","2525BD00146","Borehole","-25.25059","25.79940","Non-Earth Scientist: Driller",,"1993-11-22","26.00","65.00","Dolomite","Black",,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,"Unweathered",
"Dept Water - North West","2525BD00146","Borehole","-25.25059","25.79940","Non-Earth Scientist: Driller",,"1993-11-22","65.00","116.00","Dolomite","Black",,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","2525BD00146","Borehole","-25.25059","25.79940","Non-Earth Scientist: Driller",,"1993-11-22","116.00","131.00","Quartzite","Grey",,"Pinkish",,,,"Consolidated","Metamorphic",,,,,,,,,,,,"Unweathered",
"Dept Water - Pretoria","2525BD00145","Borehole","-25.25059","25.79940",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","2525BAE0501","Borehole","-25.24194","25.74883",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","2525BBE1125","Borehole","-25.23543","25.79602",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00084","Borehole","-25.23401","26.06634","Non-Earth Scientist: Driller",,"1963-09-24","0.00","7.32","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00084","Borehole","-25.23401","26.06634","Non-Earth Scientist: Driller",,"1963-09-24","7.32","28.65","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AA00084","Borehole","-25.23401","26.06634","Non-Earth Scientist: Driller",,"1963-09-24","28.65","43.89","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AA00084","Borehole","-25.23401","26.06634","Non-Earth Scientist: Driller",,"1963-09-24","43.89","80.47","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00082","Borehole","-25.23400","26.06634","Non-Earth Scientist: Driller",,"1963-09-17","0.00","8.53","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00082","Borehole","-25.23400","26.06634","Non-Earth Scientist: Driller",,"1963-09-17","8.53","51.82","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AA00082","Borehole","-25.23400","26.06634","Non-Earth Scientist: Driller",,"1963-09-17","51.82","122.53","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00080","Borehole","-25.23399","26.06634","Non-Earth Scientist: Driller",,"1959-08-06","0.00","3.05","Boulders",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00080","Borehole","-25.23399","26.06634","Non-Earth Scientist: Driller",,"1959-08-06","3.05","19.81","Sandstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00080","Borehole","-25.23399","26.06634","Non-Earth Scientist: Driller",,"1959-08-06","19.81","41.15","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00078","Borehole","-25.23398","26.06634","Non-Earth Scientist: Driller",,"1957-02-04","0.00","2.13","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00078","Borehole","-25.23398","26.06634","Non-Earth Scientist: Driller",,"1957-02-04","2.13","63.09","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00076","Borehole","-25.23397","26.06634","Non-Earth Scientist: Driller",,"1948-10-01","0.00","0.91","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
