"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","Lithology_DescriptorDesignation","Lithology_DescriptorName","Lithology_EventDate","Lithology_DepthToTop","Lithology_DepthToBottom","Lithology_LithologyName","Lithology_PrimaryColour","Lithology_ColourQualifier","Lithology_SecondaryColour","Lithology_CompositionQualifier","Lithology_FabricQualifier","Lithology_FabricAttribute","Lithology_MaterialType","Lithology_FormationType","Lithology_TextureQualifier","Lithology_HardnessQualifier","Lithology_ParticleShape","Lithology_Sorting","Lithology_BoulderPercentage","Lithology_CobblePercentage","Lithology_PebblePercentage","Lithology_GranulePercentage","Lithology_SandPercentage","Lithology_SiltPercentage","Lithology_ClayPercentage","Lithology_WeatheringDegree","Lithology_FracturingDegree"
"Dept Water - Pretoria","2526AA00076","Borehole","-25.23397","26.06634","Non-Earth Scientist: Driller",,"1948-10-01","0.91","17.07","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00076","Borehole","-25.23397","26.06634","Non-Earth Scientist: Driller",,"1948-10-01","17.07","35.97","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AA00076","Borehole","-25.23397","26.06634","Non-Earth Scientist: Driller",,"1948-10-01","35.97","82.30","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00074","Borehole","-25.23396","26.06634","Non-Earth Scientist: Driller",,"1947-04-05","0.00","0.91","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00074","Borehole","-25.23396","26.06634","Non-Earth Scientist: Driller",,"1947-04-05","0.91","5.18","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00074","Borehole","-25.23396","26.06634","Non-Earth Scientist: Driller",,"1947-04-05","5.18","6.10","Gravel & Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00074","Borehole","-25.23396","26.06634","Non-Earth Scientist: Driller",,"1947-04-05","6.10","24.08","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2526AA00074","Borehole","-25.23396","26.06634","Non-Earth Scientist: Driller",,"1947-04-05","24.08","57.91","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00072","Borehole","-25.23395","26.06634","Non-Earth Scientist: Driller",,"1930-11-20","0.00","0.91","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00072","Borehole","-25.23395","26.06634","Non-Earth Scientist: Driller",,"1930-11-20","0.91","3.05","Limestone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00072","Borehole","-25.23395","26.06634","Non-Earth Scientist: Driller",,"1930-11-20","3.05","6.10","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00072","Borehole","-25.23395","26.06634","Non-Earth Scientist: Driller",,"1930-11-20","6.10","38.10","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00072","Borehole","-25.23395","26.06634","Non-Earth Scientist: Driller",,"1930-11-20","38.10","48.16","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00070","Borehole","-25.23394","26.06634","Non-Earth Scientist: Driller",,"1922-02-13","0.00","1.83","Alluvium",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00070","Borehole","-25.23394","26.06634","Non-Earth Scientist: Driller",,"1922-02-13","1.83","12.19","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00070","Borehole","-25.23394","26.06634","Non-Earth Scientist: Driller",,"1922-02-13","12.19","23.47","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2526AA00070","Borehole","-25.23394","26.06634","Non-Earth Scientist: Driller",,"1922-02-13","23.47","26.52","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00070","Borehole","-25.23394","26.06634","Non-Earth Scientist: Driller",,"1922-02-13","26.52","33.53","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00068","Borehole","-25.23393","26.06634","Non-Earth Scientist: Driller",,"1911-11-14","0.00","21.34","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00068","Borehole","-25.23393","26.06634","Non-Earth Scientist: Driller",,"1911-11-14","21.34","43.89","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AA00068","Borehole","-25.23393","26.06634","Non-Earth Scientist: Driller",,"1911-11-14","43.89","44.81","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00069","Borehole","-25.23393","26.06635","Non-Earth Scientist: Driller",,"1912-03-25","0.00","7.92","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00069","Borehole","-25.23393","26.06635","Non-Earth Scientist: Driller",,"1912-03-25","7.92","55.78","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00071","Borehole","-25.23393","26.06636","Non-Earth Scientist: Driller",,"1922-03-13","0.00","0.91","SOIL","Red",,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00071","Borehole","-25.23393","26.06636","Non-Earth Scientist: Driller",,"1922-03-13","0.91","5.49","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00071","Borehole","-25.23393","26.06636","Non-Earth Scientist: Driller",,"1922-03-13","5.49","8.53","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00071","Borehole","-25.23393","26.06636","Non-Earth Scientist: Driller",,"1922-03-13","8.53","10.97","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00071","Borehole","-25.23393","26.06636","Non-Earth Scientist: Driller",,"1922-03-13","10.97","12.80","NO SAMPLE","Blue",,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00071","Borehole","-25.23393","26.06636","Non-Earth Scientist: Driller",,"1922-03-13","12.80","13.34","NO SAMPLE","Brown",,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00071","Borehole","-25.23393","26.06636","Non-Earth Scientist: Driller",,"1922-03-13","13.34","15.44","NO SAMPLE","Blue",,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00073","Borehole","-25.23393","26.06637","Non-Earth Scientist: Driller",,"1947-03-13","0.00","0.91","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00073","Borehole","-25.23393","26.06637","Non-Earth Scientist: Driller",,"1947-03-13","0.91","5.79","Sandstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00073","Borehole","-25.23393","26.06637","Non-Earth Scientist: Driller",,"1947-03-13","5.79","11.89","Sand & Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00073","Borehole","-25.23393","26.06637","Non-Earth Scientist: Driller",,"1947-03-13","11.89","36.58","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00073","Borehole","-25.23393","26.06637","Non-Earth Scientist: Driller",,"1947-03-13","36.58","61.87","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","003000","Borehole","-25.23393","26.06638","Non-Earth Scientist: Driller",,"1948-09-11","0.00","0.91","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","003000","Borehole","-25.23393","26.06638","Non-Earth Scientist: Driller",,"1948-09-11","0.91","7.92","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","003000","Borehole","-25.23393","26.06638","Non-Earth Scientist: Driller",,"1948-09-11","7.92","46.63","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","003000","Borehole","-25.23393","26.06638","Non-Earth Scientist: Driller",,"1948-09-11","46.63","60.96","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00077","Borehole","-25.23393","26.06639","Non-Earth Scientist: Driller",,"1948-11-23","0.00","0.61","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00077","Borehole","-25.23393","26.06639","Non-Earth Scientist: Driller",,"1948-11-23","0.61","3.66","Limestone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00077","Borehole","-25.23393","26.06639","Non-Earth Scientist: Driller",,"1948-11-23","3.66","6.71","Boulders",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00077","Borehole","-25.23393","26.06639","Non-Earth Scientist: Driller",,"1948-11-23","6.71","21.95","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00077","Borehole","-25.23393","26.06639","Non-Earth Scientist: Driller",,"1948-11-23","21.95","37.18","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2526AA00077","Borehole","-25.23393","26.06639","Non-Earth Scientist: Driller",,"1948-11-23","37.18","80.47","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00079","Borehole","-25.23393","26.06640","Non-Earth Scientist: Driller",,"1959-07-02","0.00","4.57","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00079","Borehole","-25.23393","26.06640","Non-Earth Scientist: Driller",,"1959-07-02","4.57","14.63","Sandstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00079","Borehole","-25.23393","26.06640","Non-Earth Scientist: Driller",,"1959-07-02","14.63","19.20","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AA00079","Borehole","-25.23393","26.06640","Non-Earth Scientist: Driller",,"1959-07-02","19.20","32.92","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00081","Borehole","-25.23393","26.06641","Non-Earth Scientist: Driller",,"1959-09-05","0.00","6.10","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00081","Borehole","-25.23393","26.06641","Non-Earth Scientist: Driller",,"1959-09-05","6.10","45.11","Sandstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00081","Borehole","-25.23393","26.06641","Non-Earth Scientist: Driller",,"1959-09-05","45.11","63.40","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00083","Borehole","-25.23393","26.06642","Non-Earth Scientist: Driller",,"1963-09-19","0.00","7.32","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00083","Borehole","-25.23393","26.06642","Non-Earth Scientist: Driller",,"1963-09-19","7.32","10.36","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AA00083","Borehole","-25.23393","26.06642","Non-Earth Scientist: Driller",,"1963-09-19","10.36","51.82","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AA00083","Borehole","-25.23393","26.06642","Non-Earth Scientist: Driller",,"1963-09-19","51.82","77.42","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00085","Borehole","-25.23393","26.06643","Non-Earth Scientist: Driller",,"1963-10-23","0.00","13.41","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00085","Borehole","-25.23393","26.06643","Non-Earth Scientist: Driller",,"1963-10-23","13.41","34.75","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2526AA00085","Borehole","-25.23393","26.06643","Non-Earth Scientist: Driller",,"1963-10-23","34.75","113.99","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00085","Borehole","-25.23393","26.06643","Non-Earth Scientist: Driller",,"1963-10-23","113.99","183.18","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - North West","2525BBE1126","Borehole","-25.23109","25.80492",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","Non-Earth Scientist: Driller",,"1998-02-25","0.00","1.00","Sand",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","Non-Earth Scientist: Driller",,"1998-02-25","1.00","2.00","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","Non-Earth Scientist: Driller",,"1998-02-25","2.00","3.00","Sand",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","Non-Earth Scientist: Driller",,"1998-02-25","3.00","5.00","Siltstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","Non-Earth Scientist: Driller",,"1998-02-25","5.00","35.00","Siltstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","Non-Earth Scientist: Driller",,"1998-02-25","35.00","42.00","Siltstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","Non-Earth Scientist: Driller",,"1998-02-25","42.00","48.00","Mudstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","Non-Earth Scientist: Driller",,"1998-02-25","48.00","79.00","Siltstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","Non-Earth Scientist: Driller",,"1998-02-25","79.00","98.00","Orthogneiss",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","Non-Earth Scientist: Driller",,"1998-02-25","98.00","108.00","Orthogneiss",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - North West","08-71997","Borehole","-25.22799","25.80059",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","2525BBV0002","Borehole","-25.22644","25.79770",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00226","Borehole","-25.22615","25.84965","Non-Earth Scientist: Driller",,"1959-05-05","0.00","36.58","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00226","Borehole","-25.22615","25.84965","Non-Earth Scientist: Driller",,"1959-05-05","36.58","55.78","Boulders",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00226","Borehole","-25.22615","25.84965","Non-Earth Scientist: Driller",,"1959-05-05","55.78","61.87","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - North West","2525BBE1114","Borehole","-25.22480","25.79992",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-71264","Borehole","-25.22347","25.79824",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","Non-Earth Scientist: Driller",,"1991-10-26","0.00","2.00","SOIL","Brown",,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","Non-Earth Scientist: Driller",,"1991-10-26","2.00","6.00","Sand","Orange",,"Brownish",,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","Non-Earth Scientist: Driller",,"1991-10-26","6.00","8.00","Quartzite","Pink",,,,,"Very","Consolidated","Metamorphic",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","Non-Earth Scientist: Driller",,"1991-10-26","8.00","33.00","Sandstone","Brown","Light",,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","Non-Earth Scientist: Driller",,"1991-10-26","33.00","38.00","Sandstone","Brown","Dark",,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","Non-Earth Scientist: Driller",,"1991-10-26","38.00","47.00","Shale","Grey",,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","Non-Earth Scientist: Driller",,"1991-10-26","47.00","58.00","Siltstone","Grey",,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","Non-Earth Scientist: Driller",,"1991-10-26","58.00","81.00","Siltstone","Grey",,,,,"Slightly","Consolidated","Sedimentary",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Non-Earth Scientist: Driller",,"1991-10-28","0.00","3.00","SOIL","Orange",,"Brownish",,"Sandy",,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Non-Earth Scientist: Driller",,"1991-10-28","3.00","6.00","Sand","Brown",,,,"Clayey",,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Non-Earth Scientist: Driller",,"1991-10-28","6.00","10.00","Sand","Pink",,,,"Clayey",,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Non-Earth Scientist: Driller",,"1991-10-28","10.00","14.00","Quartzite","Black",,,,,"Very","Consolidated","Metamorphic",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Non-Earth Scientist: Driller",,"1991-10-28","14.00","38.00","Clay","Brown","Light",,,"Sandy",,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Non-Earth Scientist: Driller",,"1991-10-28","38.00","41.00","Siltstone","Grey",,"Bluish",,,,"Consolidated","Sedimentary",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Non-Earth Scientist: Driller",,"1991-10-28","41.00","54.00","Siltstone","Grey",,"Bluish",,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Non-Earth Scientist: Driller",,"1991-10-28","54.00","74.00","Shale","Grey",,"Greenish",,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Non-Earth Scientist: Driller",,"1991-10-28","74.00","90.00","Shale","Grey",,"Bluish",,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Non-Earth Scientist: Driller",,"1991-10-28","90.00","94.00","Shale","Grey",,"Bluish",,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Non-Earth Scientist: Driller",,"1991-10-28","94.00","101.00","Shale","Grey",,"Greenish",,,"Slightly","Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215","Non-Earth Scientist: Driller",,"1998-02-24","0.00","1.00","Sand",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215","Non-Earth Scientist: Driller",,"1998-02-24","1.00","11.00","Siltstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215","Non-Earth Scientist: Driller",,"1998-02-24","11.00","24.00","Siltstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215","Non-Earth Scientist: Driller",,"1998-02-24","24.00","32.00","Siltstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215","Non-Earth Scientist: Driller",,"1998-02-24","32.00","52.00","Siltstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215","Non-Earth Scientist: Driller",,"1998-02-24","52.00","90.00","Siltstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","2525BBE1113","Borehole","-25.22120","25.79841",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","2525BBV0001","Borehole","-25.22119","25.80168",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-71998","Borehole","-25.22108","25.79848",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-72023","Borehole","-25.22059","25.79753",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","2525BBE1127","Borehole","-25.21977","25.79942",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-71999","Borehole","-25.21970","25.79944",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00223","Borehole","-25.21726","25.79965","Non-Earth Scientist: Driller",,"1964-06-11","0.00","10.97","Chert",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00223","Borehole","-25.21726","25.79965","Non-Earth Scientist: Driller",,"1964-06-11","10.97","83.82","Chert",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00224","Borehole","-25.21726","25.79965","Non-Earth Scientist: Driller",,"1964-06-19","0.00","1.52","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00224","Borehole","-25.21726","25.79965","Non-Earth Scientist: Driller",,"1964-06-19","1.52","41.15","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
