"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","OtherNumber_OtherNumberType","OtherNumber_OtherNumber"
"Dept Water - Pretoria","2525BC00037","Borehole","-25.46726","25.66632","Boring Branch Number","078931"
"Dept Water - Pretoria","2525BC00037","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00037"
"Dept Water - Pretoria","2525BC00038","Borehole","-25.46726","25.66632","Boring Branch Number","080808"
"Dept Water - Pretoria","2525BC00038","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00038"
"Dept Water - Pretoria","2525BC00039","Borehole","-25.46726","25.66632","Boring Branch Number","080941"
"Dept Water - Pretoria","2525BC00039","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00039"
"Dept Water - Pretoria","2525BC00040","Borehole","-25.46726","25.66632","Boring Branch Number","080942"
"Dept Water - Pretoria","2525BC00040","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00040"
"Dept Water - Pretoria","2525BC00041","Borehole","-25.46726","25.66632","Boring Branch Number","078932"
"Dept Water - Pretoria","2525BC00041","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00041"
"Dept Water - Pretoria","2525BC00042","Borehole","-25.46726","25.66632","Boring Branch Number","081089"
"Dept Water - Pretoria","2525BC00042","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00042"
"Dept Water - Pretoria","2525BC00043","Borehole","-25.46726","25.66632","Boring Branch Number","082610"
"Dept Water - Pretoria","2525BC00043","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00043"
"Dept Water - Pretoria","2525BC00044","Borehole","-25.46726","25.66632","Boring Branch Number","085006"
"Dept Water - Pretoria","2525BC00044","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00044"
"Dept Water - Pretoria","2525BC00045","Borehole","-25.46726","25.66632","Boring Branch Number","082608"
"Dept Water - Pretoria","2525BC00045","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00045"
"Dept Water - Pretoria","2525BC00046","Borehole","-25.46726","25.66632","Boring Branch Number","082609"
"Dept Water - Pretoria","2525BC00046","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00046"
"Dept Water - Pretoria","2525BC00047","Borehole","-25.46726","25.66632","Boring Branch Number","085128"
"Dept Water - Pretoria","2525BC00047","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00047"
"Dept Water - North West","2525BD00160","Borehole","-25.46721","25.82178","G-Number","045353"
"Dept Water - North West","2525BD00160","Borehole","-25.46721","25.82178","Hydrological Station Number","D4N1662"
"Dept Water - North West","2525BD00160","Borehole","-25.46721","25.82178","NGDB-Number","2525BD00160"
"Dept Water - North West","2525BD00160","Borehole","-25.46721","25.82178","W-Number","05143"
"Dept Water - North West","2525BD00160","Borehole","-25.46721","25.82178","Water Level Measuring Point Number","045353"
"Dept Water - North West","08-71144","Borehole","-25.46718","25.82164","Borehole Number","DK24"
"Dept Water - North West","08-71144","Borehole","-25.46718","25.82164","Hydrological Station Number","D4N2644"
"Dept Water - North West","08-71144","Borehole","-25.46718","25.82164","Regional Borehole Number","08-71144"
"Dept Water - North West","045352","Borehole","-25.46717","25.82174","G-Number","045352"
"Dept Water - North West","045352","Borehole","-25.46717","25.82174","Hydrological Station Number","D4N1661"
"Dept Water - North West","045352","Borehole","-25.46717","25.82174","NGDB-Number","2525BD00158"
"Dept Water - North West","045352","Borehole","-25.46717","25.82174","W-Number","05141"
"Dept Water - North West","045352","Borehole","-25.46717","25.82174","Water Level Measuring Point Number","045352"
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","G-Number","045365"
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Hydrological Station Number","D4N1659"
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Monitoring Feature ID","1000259984"
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","NGDB-Number","2525DB00363"
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","W-Number","05156"
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Water Level Measuring Point Number","045365"
"Dept Water - Pretoria","045365AA","Borehole","-25.46503","25.80631","G-Number","045365AA"
"Dept Water - Pretoria","045365AA","Borehole","-25.46503","25.80631","NGDB-Number","2525BD00195"
"Dept Water - Pretoria","2525BD00152","Borehole","-25.46503","25.83048","NGDB-Number","2525BD00152"
"Dept Water - Pretoria","2525BD00152","Borehole","-25.46503","25.83048","Regional Borehole Number","B0871507"
"Dept Water - Pretoria","045359A","Borehole","-25.46447","25.80742","G-Number","045359A"
"Dept Water - Pretoria","045359A","Borehole","-25.46447","25.80742","NGDB-Number","2525BD00196"
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","G-Number","045359"
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","Hydrological Station Number","D4N1660"
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","NGDB-Number","2525DB00361"
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","W-Number","05150"
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","Water Level Measuring Point Number","045359"
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","G-Number","045364"
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Hydrological Station Number","D4N1663"
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","NGDB-Number","2525DB00362"
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","W-Number","05155"
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Water Level Measuring Point Number","045364"
"Dept Water - North West","08-71140","Borehole","-25.46334","25.79646","Borehole Number","DK20"
"Dept Water - North West","08-71140","Borehole","-25.46334","25.79646","Hydrological Station Number","D4N2519"
"Dept Water - North West","08-71140","Borehole","-25.46334","25.79646","Monitoring Feature ID","900190139"
"Dept Water - North West","08-71140","Borehole","-25.46334","25.79646","Regional Borehole Number","08-71140"
"Dept Water - Pretoria","2525BD00039","Borehole","-25.46281","25.76382","NGDB-Number","2525BD00039"
"Dept Water - Pretoria","2525BD00039","Borehole","-25.46281","25.76382","Regional Borehole Number","B08-71238"
"Dept Water - North West","08-71949","Borehole","-25.46239","25.96861",,
"Dept Water - North West","08-71143","Borehole","-25.45906","25.80677","Borehole Number","DK23"
"Dept Water - North West","08-71143","Borehole","-25.45906","25.80677","Regional Borehole Number","08-71143"
"Dept Water - Pretoria","2525BD00199","Spring","-25.45799","25.85265","Borehole Number","WR77"
"Dept Water - Pretoria","2525BD00199","Spring","-25.45799","25.85265","Monitoring Feature ID","101555"
"Dept Water - Pretoria","2525BD00199","Spring","-25.45799","25.85265","NGDB-Number","2525BD00199"
"Dept Water - North West","08-71139","Borehole","-25.45370","25.78527","Borehole Number","DK19"
"Dept Water - North West","08-71139","Borehole","-25.45370","25.78527","NGDB-Number","2525BD00165"
"Dept Water - North West","08-71139","Borehole","-25.45370","25.78527","Regional Borehole Number","08-71139"
"Dept Water - Pretoria","2526AC00254","Borehole","-25.45060","26.08300","Boring Branch Number","025015"
"Dept Water - Pretoria","2526AC00254","Borehole","-25.45060","26.08300","NGDB-Number","2526AC00254"
"Dept Water - Pretoria","2526AC00255","Borehole","-25.45060","26.08301","Boring Branch Number","112789"
"Dept Water - Pretoria","2526AC00255","Borehole","-25.45060","26.08301","NGDB-Number","2526AC00255"
"Dept Water - Pretoria","2525BD00024","Borehole","-25.45059","25.88299","Boring Branch Number","025201"
"Dept Water - Pretoria","2525BD00024","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00024"
"Dept Water - Pretoria","2525BD00025","Borehole","-25.45059","25.88299","Boring Branch Number","025313"
"Dept Water - Pretoria","2525BD00025","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00025"
"Dept Water - Pretoria","2525BD00026","Borehole","-25.45059","25.88299","Boring Branch Number","025469"
"Dept Water - Pretoria","2525BD00026","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00026"
"Dept Water - Pretoria","2525BD00027","Borehole","-25.45059","25.88299","Boring Branch Number","025621"
"Dept Water - Pretoria","2525BD00027","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00027"
"Dept Water - Pretoria","2525BD00028","Borehole","-25.45059","25.88299","Boring Branch Number","025888"
"Dept Water - Pretoria","2525BD00028","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00028"
"Dept Water - Pretoria","2525BD00029","Borehole","-25.45059","25.88299","Boring Branch Number","026321"
"Dept Water - Pretoria","2525BD00029","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00029"
"Dept Water - Pretoria","2525BD00030","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00030"
"Dept Water - Pretoria","2525BD00031","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00031"
"Dept Water - Pretoria","2525BD00032","Borehole","-25.45059","25.88299","Boring Branch Number","042636"
"Dept Water - Pretoria","2525BD00032","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00032"
"Dept Water - Pretoria","2525BD00032","Borehole","-25.45059","25.88299","T-Number","07517"
"Dept Water - Pretoria","2525BD00033","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00033"
"Dept Water - Pretoria","2525BD00033","Borehole","-25.45059","25.88299","T-Number","07525"
"Dept Water - Pretoria","2525BD00034","Borehole","-25.45059","25.88299","Boring Branch Number","051129"
"Dept Water - Pretoria","2525BD00034","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00034"
"Dept Water - Pretoria","2525BD00034","Borehole","-25.45059","25.88299","T-Number","07534"
"Dept Water - Pretoria","2525BD00035","Borehole","-25.45059","25.88299","Boring Branch Number","051791"
"Dept Water - Pretoria","2525BD00035","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00035"
"Dept Water - Pretoria","2525BD00035","Borehole","-25.45059","25.88299","T-Number","07532"
"Dept Water - Pretoria","2525BD00036","Borehole","-25.45059","25.88299","Boring Branch Number","051792"
"Dept Water - Pretoria","2525BD00036","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00036"
"Dept Water - Pretoria","2525BD00036","Borehole","-25.45059","25.88299","T-Number","07533"
"Dept Water - Pretoria","2525BD00038","Borehole","-25.45059","25.88299","Boring Branch Number","052355"
"Dept Water - Pretoria","2525BD00038","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00038"
"Dept Water - Pretoria","2525BD00038","Borehole","-25.45059","25.88299","T-Number","07537"
"Dept Water - Pretoria","2525BD00040","Borehole","-25.45059","25.88299","Boring Branch Number","078936"
"Dept Water - Pretoria","2525BD00040","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00040"
"Dept Water - Pretoria","2525BD00040","Borehole","-25.45059","25.88299","T-Number","07628"
"Dept Water - Pretoria","2525BD00041","Borehole","-25.45059","25.88299","Boring Branch Number","082579"
"Dept Water - Pretoria","2525BD00041","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00041"
"Dept Water - Pretoria","2525BD00042","Borehole","-25.45059","25.88299","Boring Branch Number","083733"
"Dept Water - Pretoria","2525BD00042","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00042"
"Dept Water - Pretoria","2525BD00043","Borehole","-25.45059","25.88299","Boring Branch Number","082580"
"Dept Water - Pretoria","2525BD00043","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00043"
"Dept Water - Pretoria","2525BD00044","Borehole","-25.45059","25.88299","Boring Branch Number","084084"
"Dept Water - Pretoria","2525BD00044","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00044"
"Dept Water - Pretoria","2525BD00045","Borehole","-25.45059","25.88299","Boring Branch Number","084085"
"Dept Water - Pretoria","2525BD00045","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00045"
"Dept Water - Pretoria","2525BD00046","Borehole","-25.45059","25.88299","Boring Branch Number","082581"
"Dept Water - Pretoria","2525BD00046","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00046"
"Dept Water - Pretoria","2525BD00047","Borehole","-25.45059","25.88299","Boring Branch Number","082582"
"Dept Water - Pretoria","2525BD00047","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00047"
"Dept Water - Pretoria","2525BD00048","Borehole","-25.45059","25.88299","Boring Branch Number","082583"
"Dept Water - Pretoria","2525BD00048","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00048"
"Dept Water - Pretoria","2525BD00049","Borehole","-25.45059","25.88299","Boring Branch Number","082584"
"Dept Water - Pretoria","2525BD00049","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00049"
"Dept Water - Pretoria","2525BD00050","Borehole","-25.45059","25.88299","Boring Branch Number","082585"
"Dept Water - Pretoria","2525BD00050","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00050"
"Dept Water - Pretoria","2525BD00051","Borehole","-25.45059","25.88299","Boring Branch Number","084387"
"Dept Water - Pretoria","2525BD00051","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00051"
"Dept Water - Pretoria","2525BD00052","Borehole","-25.45059","25.88299","Boring Branch Number","084386"
"Dept Water - Pretoria","2525BD00052","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00052"
"Dept Water - Pretoria","2525BD00053","Borehole","-25.45059","25.88299","Boring Branch Number","082586"
"Dept Water - Pretoria","2525BD00053","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00053"
"Dept Water - Pretoria","2525BD00054","Borehole","-25.45059","25.88299","Boring Branch Number","082587"
"Dept Water - Pretoria","2525BD00054","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00054"
"Dept Water - Pretoria","2525BD00055","Borehole","-25.45059","25.88299","Boring Branch Number","082588"
"Dept Water - Pretoria","2525BD00055","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00055"
"Dept Water - Pretoria","2525BD00056","Borehole","-25.45059","25.88299","Boring Branch Number","082589A"
"Dept Water - Pretoria","2525BD00056","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00056"
"Dept Water - Pretoria","2525BD00057","Borehole","-25.45059","25.88299","Boring Branch Number","086465"
"Dept Water - Pretoria","2525BD00057","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00057"
"Dept Water - Pretoria","2525BD00058","Borehole","-25.45059","25.88299","Boring Branch Number","086466"
"Dept Water - Pretoria","2525BD00058","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00058"
"Dept Water - Pretoria","2525BD00059","Borehole","-25.45059","25.88299","Boring Branch Number","087175"
"Dept Water - Pretoria","2525BD00059","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00059"
"Dept Water - Pretoria","2525BD00059","Borehole","-25.45059","25.88299","T-Number","07703B"
"Dept Water - Pretoria","2525BD00060","Borehole","-25.45059","25.88299","Boring Branch Number","087198"
"Dept Water - Pretoria","2525BD00060","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00060"
"Dept Water - Pretoria","2525BD00060","Borehole","-25.45059","25.88299","T-Number","07703C"
"Dept Water - Pretoria","2525BD00061","Borehole","-25.45059","25.88299","Boring Branch Number","086871A"
"Dept Water - Pretoria","2525BD00061","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00061"
"Dept Water - Pretoria","2525BD00061","Borehole","-25.45059","25.88299","T-Number","07751A"
"Dept Water - Pretoria","2525BD00062","Borehole","-25.45059","25.88299","Boring Branch Number","086467"
"Dept Water - Pretoria","2525BD00062","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00062"
"Dept Water - Pretoria","2525BD00062","Borehole","-25.45059","25.88299","T-Number","07707A"
"Dept Water - Pretoria","2525BD00063","Borehole","-25.45059","25.88299","Boring Branch Number","087216"
"Dept Water - Pretoria","2525BD00063","Borehole","-25.45059","25.88299","NGDB-Number","2525BD00063"
"Dept Water - Pretoria","2525BD00063","Borehole","-25.45059","25.88299","T-Number","07707"
