"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","DepthDiameter_MeasurementDate","DepthDiameter_DepthToBottom","DepthDiameter_DepthQualifier","DepthDiameter_Diameter"
"Dept Water - Pretoria","2526CA00318","Borehole","-25.53393","26.08302","1900-01-01","39.63","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00320","Borehole","-25.53393","26.08303","1904-07-01","68.88","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00322","Borehole","-25.53393","26.08304","1904-07-23","53.34","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00328","Borehole","-25.53393","26.08306","1978-06-06","90.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00193","Borehole","-25.53367","25.89966","",,,""
"Dept Water - Pretoria","2525DB00194","Borehole","-25.53367","25.89967","1988-04-22","48.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00191","Borehole","-25.53366","25.89965","1915-05-25","48.46","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00192","Borehole","-25.53366","25.89966","1930-07-01","30.78","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525DB00190","Borehole","-25.53365","25.89965","1911-09-08","20.73","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00572","Borehole","-25.53257","26.02527","1900-01-01","9999.99","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525DA00117","Borehole","-25.53253","25.71241","1900-01-01","30.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","045354","Borehole","-25.53232","25.82925","1997-10-24","150.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DA00114","Borehole","-25.53212","25.73791","1900-01-01","24.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","045355A","Borehole","-25.53170","25.82965","",,,""
"Dept Water - Pretoria","2525DB00313","Borehole","-25.53088","25.90854","1982-02-04","55.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00312","Borehole","-25.53087","25.90854","1982-02-04","95.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00314","Borehole","-25.53087","25.90855","1982-02-05","20.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00130","Borehole","-25.53059","25.95659","1900-01-01","11.25","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00116","Borehole","-25.53031","25.98520","1900-01-01","20.95","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00057","Borehole","-25.52975","25.80937","1900-01-01","27.38","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00369","Borehole","-25.52893","26.01078","1900-01-01","48.80","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00386","Borehole","-25.52848","25.81094","1993-10-01","60.25","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525DB00129","Borehole","-25.52809","25.95659","",,,""
"Dept Water - Pretoria","2526CA00396","Borehole","-25.52726","26.02328","1988-06-17","77.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00385","Borehole","-25.52698","26.01633","1965-01-01","122.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00376","Borehole","-25.52698","26.02050","1900-01-01","46.37","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00127","Borehole","-25.52697","25.95715","1900-01-01","11.58","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00128","Borehole","-25.52697","25.95798","1900-01-01","11.60","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00386","Borehole","-25.52615","26.01717","1900-01-01","54.90","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00387","Borehole","-25.52615","26.02272","1900-01-01","38.27","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00113","Borehole","-25.52561","26.04967","1969-04-17","35.05","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00114","Borehole","-25.52561","26.04968","1969-08-07","77.11","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00384","Borehole","-25.52560","26.01550","1968-01-01","54.90","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00377","Borehole","-25.52560","26.01911","",,,""
"Dept Water - Pretoria","2526CA00747","Borehole","-25.52560","26.04550","1992-08-04","60.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00748","Borehole","-25.52560","26.04551","1992-07-31","60.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00729","Borehole","-25.52560","26.04828","1991-12-11","48.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00112","Borehole","-25.52560","26.04967","1969-02-11","58.22","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00370","Borehole","-25.52532","26.01355","1962-01-01","48.80","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00381","Borehole","-25.52532","26.01578","1900-01-01","47.50","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00115","Borehole","-25.52531","25.97270","1900-01-01","28.55","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","045366","Borehole","-25.52484","25.91952","1998-06-04","155.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2525DB00006","Borehole","-25.52473","25.91948","1977-02","70.00",,"203 mm (8.0")"
"Dept Water - Pretoria","2526CA00542","Borehole","-25.52400","26.07873","1990-07-10","57.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00543","Borehole","-25.52330","26.07911","1990-07-10","135.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00083","Borehole","-25.52197","25.90742","1955-01-01","64.90","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00114","Borehole","-25.52114","25.93965","",,,""
"Dept Water - Pretoria","2525DB00385","Borehole","-25.51922","25.77059","1993-10-01","48.68","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00570","Borehole","-25.51906","26.03881","1900-01-01","9999.99","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525DB00085","Borehole","-25.51892","25.90992","1988-04-01","52.70","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00571","Borehole","-25.51851","26.02960","1990-07-05","52.10","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00154","Borehole","-25.51741","26.01634","1965-10-12","30.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00152","Borehole","-25.51740","26.01634","1965-08-26","46.63","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00150","Borehole","-25.51739","26.01634","1960-05-18","51.21","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00148","Borehole","-25.51738","26.01634","1959-02-23","60.96","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00146","Borehole","-25.51737","26.01634","1958-12-17","39.93","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00144","Borehole","-25.51736","26.01634","1958-10-22","40.84","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00142","Borehole","-25.51735","26.01634","1900-01-01","33.53","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00140","Borehole","-25.51734","26.01634","1957-07-23","22.55","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00138","Borehole","-25.51733","26.01634","1957-05-25","37.79","Measured during Construction","203 mm (8.0")"
"Dept Water - Pretoria","2526CA00136","Borehole","-25.51732","26.01634","1957-04-17","61.87","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00134","Borehole","-25.51731","26.01634","1932-09-09","19.81","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00132","Borehole","-25.51730","26.01634","1924-08-18","26.06","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00130","Borehole","-25.51729","26.01634","1922-12-01","20.73","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00128","Borehole","-25.51728","26.01634","1922-07-22","30.78","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00127","Borehole","-25.51727","26.01634","1922-07-01","28.35","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00129","Borehole","-25.51727","26.01635","1921-08-22","29.56","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526CA00131","Borehole","-25.51727","26.01636","1923-02-14","24.08","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00133","Borehole","-25.51727","26.01637","1932-08-31","28.96","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00135","Borehole","-25.51727","26.01638","1932-10-21","16.15","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00137","Borehole","-25.51727","26.01639","1957-05-07","51.82","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00139","Borehole","-25.51727","26.01640","1957-07-05","40.54","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00141","Borehole","-25.51727","26.01641","1957-08-07","30.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00143","Borehole","-25.51727","26.01642","1958-09-24","37.79","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00145","Borehole","-25.51727","26.01643","1958-11-12","25.15","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00147","Borehole","-25.51727","26.01644","1959-01-17","47.85","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00149","Borehole","-25.51727","26.01645","1959-03-21","53.95","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00151","Borehole","-25.51727","26.01646","1965-05-18","93.27","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00153","Borehole","-25.51727","26.01647","1965-10-08","83.51","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526CA00155","Borehole","-25.51727","26.01648","1965-11-22","41.45","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525DB00080","Borehole","-25.51725","25.90992","1930-01-01","30.50","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00081","Borehole","-25.51586","25.90881","1930-01-01","30.50","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00084","Borehole","-25.51586","25.90884","1900-01-01","40.50","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00126","Borehole","-25.51586","25.96742","1900-01-01","17.67","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00082","Borehole","-25.51392","25.90798","1930-01-01","40.50","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00132","Borehole","-25.51253","25.96576","1900-01-01","17.37","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00125","Borehole","-25.51253","25.97687","",,,""
"Dept Water - Pretoria","2525DB00117","Borehole","-25.51225","25.98853","",,,""
"Dept Water - Pretoria","2525DB00118","Borehole","-25.51170","25.98798","1900-01-01","93.08","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","045363","Borehole","-25.51150","25.89576","1998-01-07","204.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00144","Borehole","-25.51031","25.96967","1988-08-24","9999.99","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BD00144","Borehole","-25.50860","25.83243","",,,""
"Dept Water - Pretoria","2525DB00119","Borehole","-25.50781","25.96742","",,,""
"Dept Water - Pretoria","2525DB00056","Borehole","-25.50753","25.82909","1900-01-01","34.99","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00120","Borehole","-25.50642","25.96687","",,,""
"Dept Water - Pretoria","2525DB00113","Borehole","-25.50614","25.93576","1954-01-01","55.70","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00121","Borehole","-25.50614","25.96742","",,,""
"Dept Water - Pretoria","2525DB00131","Borehole","-25.50447","25.96076","1900-01-01","25.64","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00124","Borehole","-25.50447","25.96742","",,,""
"Dept Water - Pretoria","2525DB00384","Borehole","-25.50404","25.83029","1993-10-01","43.26","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525DB00122","Borehole","-25.50392","25.96742","",,,""
"Dept Water - North West","045362","Borehole","-25.50366","25.88584","1998-01-16","102.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DA00087","Borehole","-25.50365","25.74576","1996-01-30","91.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DB00123","Borehole","-25.50336","25.96715","",,,""
"Dept Water - North West","08-72106","Borehole","-25.50336","25.96767","",,,""
"Dept Water - Pretoria","2525DA00085","Borehole","-25.50281","25.74326","1997-10-08","80.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-72105","Borehole","-25.50227","25.96729","",,,""
"Dept Water - Pretoria","2525DA00086","Borehole","-25.50226","25.74326","","32.50","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525DA00086","Borehole","-25.50226","25.74326","","6.50","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","045364AA","Borehole","-25.50058","25.80770","",,,""
"Dept Water - Pretoria","2525BC00071","Borehole","-25.49984","25.67404","1991-11-23","85.20","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BC00056","Borehole","-25.49864","25.73965","1998-02-27","12.00","Measured during Construction","203 mm (8.0")"
"Dept Water - Pretoria","2525BC00050","Borehole","-25.49753","25.74521","1995-02-09","73.30","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BC00051","Borehole","-25.49726","25.74354","1996-02-12","93.51","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BC00061","Borehole","-25.49704","25.73917","1999-11-18","91.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BC00055","Borehole","-25.49642","25.73965","1998-03-03","90.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BC00057","Borehole","-25.49639","25.66635","1998-03-05","114.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-72077","Borehole","-25.49594","25.92910","",,,""
"Dept Water - Pretoria","2525BC00062","Borehole","-25.49574","25.68118","1993-10-18","81.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","045361","Borehole","-25.49530","25.87495","1997-11-19","120.00","Measured during Construction","250 mm (10.0")"
"Dept Water - Pretoria","2525BC00058","Borehole","-25.49499","25.65635","1998-03-05","111.98","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BC00059","Borehole","-25.49499","25.68155","1998-03-04","86.80","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BC00024","Borehole","-25.49282","25.66632","1963-03-13","39.62","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BC00023","Borehole","-25.49281","25.66632","1963-03-13","38.10","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BC00025","Borehole","-25.49281","25.66632","1963-04-04","71.63","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BC00026","Borehole","-25.49281","25.66632","1963-04-16","52.12","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BC00027","Borehole","-25.49281","25.66632","1963-05-21","53.34","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BC00028","Borehole","-25.49281","25.66632","1963-05-15","71.63","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BC00029","Borehole","-25.49281","25.66632","",,,""
"Dept Water - Pretoria","2525BC00030","Borehole","-25.49281","25.66632","1963-10-23","83.82","Measured during Construction","152 mm (6.0")"
