"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","DepthDiameter_MeasurementDate","DepthDiameter_DepthToBottom","DepthDiameter_DepthQualifier","DepthDiameter_Diameter"
"Dept Water - Pretoria","2525BD00187","Borehole","-25.26197","25.92430","1991-10-29","40.00","Measured during Construction","219 mm (8.75")"
"Dept Water - Pretoria","2526AC00092","Borehole","-25.25900","26.01634","1973-12-03","167.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00090","Borehole","-25.25899","26.01634","1960-07-20","71.93","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00088","Borehole","-25.25898","26.01634","1960-05-21","64.62","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00086","Borehole","-25.25897","26.01634","1959-04-28","32.92","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00084","Borehole","-25.25896","26.01634","1959-03-11","62.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00082","Borehole","-25.25895","26.01634","1931-08-17","97.54","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634","1922-01-19","65.53","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00079","Borehole","-25.25894","26.01635","1921-11-03","57.91","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00081","Borehole","-25.25894","26.01636","1931-06-10","64.01","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00083","Borehole","-25.25894","26.01637","1959-01-24","46.63","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00085","Borehole","-25.25894","26.01638","1959-04-07","48.77","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00087","Borehole","-25.25894","26.01639","1959-06-06","86.26","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00089","Borehole","-25.25894","26.01640","1960-06-27","102.41","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00091","Borehole","-25.25894","26.01641","1968-08-02","76.50","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AC00093","Borehole","-25.25894","26.01642","1974-12-19","121.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BC00073","Borehole","-25.25670","25.74521","2001-11-20","90.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BD00174","Borehole","-25.25665","25.94485","1993-10-08","131.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BD00172","Borehole","-25.25665","25.94510","1993-10-07","26.00","Measured during Construction","219 mm (8.75")"
"Dept Water - Pretoria","2525BD00173","Borehole","-25.25511","25.96007","1993-10-08","41.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BD00192","Borehole","-25.25412","25.87883","1992-09-01","59.10","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BD00166","Borehole","-25.25395","25.96006","1993-10-07","101.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2525BD00146","Borehole","-25.25059","25.79940","1993-11-22","131.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BD00145","Borehole","-25.25059","25.79940","",,,""
"Dept Water - North West","2525BAE0501","Borehole","-25.24194","25.74883","",,,""
"Dept Water - North West","2525BBE1125","Borehole","-25.23543","25.79602","",,,""
"Dept Water - Pretoria","2526AA00084","Borehole","-25.23401","26.06634","1963-09-24","80.47","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00082","Borehole","-25.23400","26.06634","1963-09-17","122.53","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00080","Borehole","-25.23399","26.06634","1959-08-06","41.15","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00078","Borehole","-25.23398","26.06634","1957-02-04","63.09","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00076","Borehole","-25.23397","26.06634","1948-10-01","82.30","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00074","Borehole","-25.23396","26.06634","1947-04-05","57.91","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00072","Borehole","-25.23395","26.06634","1930-11-20","48.16","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00070","Borehole","-25.23394","26.06634","1922-02-13","33.53","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00068","Borehole","-25.23393","26.06634","1911-11-14","44.81","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00069","Borehole","-25.23393","26.06635","1912-03-25","55.78","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00071","Borehole","-25.23393","26.06636","1922-03-13","15.44","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00073","Borehole","-25.23393","26.06637","1947-03-13","61.87","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","003000","Borehole","-25.23393","26.06638","1948-09-11","60.96","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00077","Borehole","-25.23393","26.06639","1948-11-23","80.47","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00079","Borehole","-25.23393","26.06640","1959-07-02","32.92","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00081","Borehole","-25.23393","26.06641","1959-09-05","63.40","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00083","Borehole","-25.23393","26.06642","1963-09-19","77.42","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00085","Borehole","-25.23393","26.06643","1963-10-23","183.18","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2525BBE1126","Borehole","-25.23109","25.80492","",,,""
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","1998-02-25","108.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-71997","Borehole","-25.22799","25.80059","",,,""
"Dept Water - North West","2525BBV0002","Borehole","-25.22644","25.79770","",,,""
"Dept Water - Pretoria","2525BB00226","Borehole","-25.22615","25.84965","1959-05-05","61.87","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2525BBE1114","Borehole","-25.22480","25.79992","",,,""
"Dept Water - North West","08-71264","Borehole","-25.22347","25.79824","",,,""
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","1991-10-26","46.00","Measured during Construction","219 mm (8.75")"
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","1991-10-28","101.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215","1998-02-24","90.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2525BBE1113","Borehole","-25.22120","25.79841","",,,""
"Dept Water - North West","2525BBV0001","Borehole","-25.22119","25.80168","",,,""
"Dept Water - North West","08-71998","Borehole","-25.22108","25.79848","",,,""
"Dept Water - North West","08-72023","Borehole","-25.22059","25.79753","",,,""
"Dept Water - North West","2525BBE1127","Borehole","-25.21977","25.79942","",,,""
"Dept Water - North West","08-71999","Borehole","-25.21970","25.79944","",,,""
"Dept Water - Pretoria","2525BB00223","Borehole","-25.21726","25.79965","1964-06-11","83.82","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00224","Borehole","-25.21726","25.79965","1964-06-19","56.39","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00225","Borehole","-25.21726","25.79965","1964-06-26","62.48","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00001","Borehole","-25.21726","25.91633","1959-04-13","39.01","Measured during Construction","203 mm (8.0")"
"Dept Water - Pretoria","2525BB00002","Borehole","-25.21726","25.91633","1959-04-22","60.96","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00005","Borehole","-25.21726","25.91633","1961-01-27","49.07","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00006","Borehole","-25.21726","25.91633","1961-02-03","53.34","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00007","Borehole","-25.21726","25.91633","1961-02-16","62.48","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00008","Borehole","-25.21726","25.91633","1961-03-07","61.87","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00009","Borehole","-25.21726","25.91633","1961-03-16","83.82","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00010","Borehole","-25.21726","25.91633","1961-03-23","57.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00011","Borehole","-25.21726","25.91633","1961-03-29","62.48","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00013","Borehole","-25.21726","25.91633","1962-07-11","56.39","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00014","Borehole","-25.21726","25.91633","1963-09-11","45.72","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00015","Borehole","-25.21726","25.91633","1963-11-06","45.72","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00016","Borehole","-25.21726","25.91633","1963-12-12","106.68","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00017","Borehole","-25.21726","25.91633","1900-01-01","62.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00003","Borehole","-25.21726","25.91634","1959-05-09","35.36","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00004","Borehole","-25.21726","25.91634","1959-06-02","85.34","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00012","Borehole","-25.21726","25.91636","1961-04-22","59.74","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00058","Borehole","-25.21681","26.08304","1971-03-01","96.93","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00057","Borehole","-25.21680","26.08300","1971-02-10","91.44","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00056","Borehole","-25.21679","26.08303","1960-02-17","74.07","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00055","Borehole","-25.21678","26.08300","1960-01-18","30.32","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00054","Borehole","-25.21677","26.08302","1959-11-03","36.27","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00053","Borehole","-25.21676","26.08300","1959-10-14","19.20","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00052","Borehole","-25.21675","26.08301","1931-04-13","36.88","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00051","Borehole","-25.21674","26.08300","1931-03-21","27.89","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00050","Borehole","-25.21673","26.08300","1931-02-26","93.27","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00059","Borehole","-25.21672","26.08300","1971-03-26","123.14","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00236","Borehole","-25.20726","25.95578","1990-10-30","96.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","0768721","Borehole","-25.20183","25.58989","2001-08-05","30.70",,"165 mm (6.5")"
"Dept Water - Pretoria","2526AA00332","Borehole","-25.20060","26.04967","1979-06-07","106.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00355","Borehole","-25.20060","26.07190","1990-03-09","124.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2525BB00222","Borehole","-25.20059","25.86632","1961-07-06","48.77","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00070","Borehole","-25.20059","25.86632","1963-04-26","69.80","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00071","Borehole","-25.20059","25.86632","1963-05-17","67.36","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00117","Borehole","-25.20059","25.96633","1922-04-25","64.62","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00118","Borehole","-25.20059","25.96633","1922-06-08","35.05","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00119","Borehole","-25.20059","25.96633","1922-07-08","54.25","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00120","Borehole","-25.20059","25.96633","1922-09-15","26.59","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00121","Borehole","-25.20059","25.96633","1953-06-19","35.05","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00122","Borehole","-25.20059","25.96633","1955-05-16","76.20","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00123","Borehole","-25.20059","25.96633","1955-07-01","91.44","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00124","Borehole","-25.20059","25.96633","1956-12-06","65.53","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00125","Borehole","-25.20059","25.96633","1957-10-17","78.33","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00126","Borehole","-25.20059","25.96633","1958-10-22","48.16","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00127","Borehole","-25.20059","25.96633","1961-06-16","40.23","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00128","Borehole","-25.20059","25.96633","",,,""
"Dept Water - Pretoria","2525BB00129","Borehole","-25.20059","25.96633","",,,""
"Dept Water - Pretoria","2525BB00130","Borehole","-25.20059","25.96633","1961-10-03","69.49","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00131","Borehole","-25.20059","25.96633","1961-10-19","25.60","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00132","Borehole","-25.20059","25.96633","1963-10-25","111.25","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00133","Borehole","-25.20059","25.96633","1963-12-11","114.30","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00134","Borehole","-25.20059","25.96633","1964-01-27","108.20","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00135","Borehole","-25.20059","25.96633","1964-02-25","110.64","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00136","Borehole","-25.20059","25.96633","1964-04-09","107.59","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00137","Borehole","-25.20059","25.96633","1964-05-09","102.11","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00138","Borehole","-25.20059","25.96633","1964-05-28","70.41","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00139","Borehole","-25.20059","25.96633","1964-06-12","64.31","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00140","Borehole","-25.20059","25.96633","1964-06-26","71.63","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00141","Borehole","-25.20059","25.96633","1964-08-25","57.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2525BBE1111","Borehole","-25.19641","25.82968","",,,""
"Dept Water - North West","08-72024","Borehole","-25.19637","25.80203","",,,""
"Dept Water - North West","2525BBE1122","Borehole","-25.19610","25.81378","",,,""
"Dept Water - Pretoria","2525BB00249","Borehole","-25.19574","25.82856","1991-10-24","81.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2525BBE1123","Borehole","-25.19502","25.80121","",,,""
"Dept Water - North West","2525BBE1330","Borehole","-25.19441","25.82072","",,,""
"Dept Water - North West","2525BBE1329","Borehole","-25.19439","25.82017","",,,""
"Dept Water - North West","08-72000","Borehole","-25.19297","25.82368","",,,""
"Dept Water - North West","2525BBE1112","Borehole","-25.18897","25.84491","",,,""
"Dept Water - North West","2525BBE1117","Borehole","-25.18876","25.78927","",,,""
"Dept Water - North West","2525BBE1118","Borehole","-25.18738","25.79372","",,,""
"Dept Water - Pretoria","2525BB00244","Borehole","-25.18730","25.84388","1991-10-25","71.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00354","Borehole","-25.18615","26.07134","1990-03-07","101.00","Measured during Construction","203 mm (8.0")"
"Dept Water - North West","2525BBE1120","Borehole","-25.18575","25.80314","",,,""
"Dept Water - North West","2525BBE1110","Borehole","-25.18491","25.83216","",,,""
"Dept Water - Pretoria","2525BB00246","Borehole","-25.18488","25.83221","1991-10-23","81.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00330","Borehole","-25.18402","26.04967","1973-09-25","92.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00328","Borehole","-25.18401","26.04967","1959-01-03","64.62","Measured during Construction","203 mm (8.0")"
"Dept Water - Pretoria","2526AA00326","Borehole","-25.18400","26.04967","1958-10-08","55.78","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00324","Borehole","-25.18399","26.04967","1950-07-24","51.82","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00322","Borehole","-25.18398","26.04967","1950-05-02","21.64","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00320","Borehole","-25.18397","26.04967","1940-07-29","49.07","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00318","Borehole","-25.18396","26.04967","1940-01-23","50.29","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00316","Borehole","-25.18395","26.04967","1939-12-08","41.76","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00314","Borehole","-25.18394","26.04967","1939-01-28","47.55","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00313","Borehole","-25.18393","26.04967","1938-07-11","83.82","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00315","Borehole","-25.18393","26.04968","1939-05-30","82.30","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00317","Borehole","-25.18393","26.04969","1940-01-09","66.75","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00319","Borehole","-25.18393","26.04970","1940-02-12","41.15","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00321","Borehole","-25.18393","26.04971","1948-06-04","44.81","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00323","Borehole","-25.18393","26.04972","1950-06-21","41.76","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00325","Borehole","-25.18393","26.04973","1958-08-24","57.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00327","Borehole","-25.18393","26.04974","1958-11-11","52.12","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00329","Borehole","-25.18393","26.04975","1960-08-06","59.13","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00331","Borehole","-25.18393","26.04976","1973-10-08","115.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00247","Borehole","-25.18259","25.83839","1991-10-16","71.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2525BBE1115","Borehole","-25.18068","25.78103","",,,""
"Dept Water - North West","2525BBE1116","Borehole","-25.18068","25.78103","",,,""
"Dept Water - Pretoria","2526AA00421","Borehole","-25.18005","26.06606","1992-11-02","96.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-72025","Borehole","-25.17969","25.85607","",,,""
"Dept Water - Pretoria","2525BB00234","Borehole","-25.17143","25.96439","1990-10-29","54.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00235","Borehole","-25.17087","25.96217","1990-10-29","66.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-72090","Borehole","-25.16247","25.90854","",,,""
"Dept Water - North West","08-72104","Borehole","-25.16202","25.91225","",,,""
"Dept Water - North West","2525BBE1228","Borehole","-25.15972","25.86391","",,,""
"Dept Water - North West","08-72079","Borehole","-25.15275","25.95763","",,,""
"Dept Water - North West","08-72088","Borehole","-25.15092","25.94286","",,,""
"Dept Water - North West","RSA2","Borehole","-25.15059","25.79965","",,,""
"Dept Water - Pretoria","2525BB00227","Borehole","-25.15059","25.79965","1963-01-10","62.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00228","Borehole","-25.15059","25.79965","1963-01-23","71.93","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00229","Borehole","-25.15059","25.79965","1963-02-12","110.95","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00230","Borehole","-25.15059","25.79965","1964-04-21","68.58","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00231","Borehole","-25.15059","25.79965","1964-05-01","59.44","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00232","Borehole","-25.15059","25.79965","1964-05-15","65.53","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2525BB00074","Borehole","-25.15059","25.81632","1959-03-26","63.40","Measured during Construction","203 mm (8.0")"
"Dept Water - Pretoria","2525BB00072","Borehole","-25.15059","25.81632","1932-03-03","17.07","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00073","Borehole","-25.15059","25.81632","1947-07-26","25.60","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00031","Borehole","-25.15059","25.91633","1953-03-03","67.06","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00032","Borehole","-25.15059","25.91633","1955-09-22","76.20","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00033","Borehole","-25.15059","25.91633","1957-02-15","76.20","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00034","Borehole","-25.15059","25.91633","1957-10-06","73.15","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00035","Borehole","-25.15059","25.91633","1957-11-30","90.83","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00036","Borehole","-25.15059","25.91633","1958-01-23","45.72","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00048","Borehole","-25.15059","25.91633","1960-10-18","46.94","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00049","Borehole","-25.15059","25.91633","1960-11-02","91.44","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00051","Borehole","-25.15059","25.91633","1960-12-02","65.53","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00053","Borehole","-25.15059","25.91633","1961-01-13","62.48","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00055","Borehole","-25.15059","25.91633","1961-02-02","39.01","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00056","Borehole","-25.15059","25.91633","1962-06-22","65.53","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00057","Borehole","-25.15059","25.91633","1962-08-02","91.44","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00058","Borehole","-25.15059","25.91633","1961-08-29","47.85","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00059","Borehole","-25.15059","25.91633","1962-09-11","56.08","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00060","Borehole","-25.15059","25.91633","1962-09-28","55.78","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00061","Borehole","-25.15059","25.91633","1963-06-24","68.58","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00062","Borehole","-25.15059","25.91633","1963-07-26","74.68","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00063","Borehole","-25.15059","25.91633","1963-08-29","83.82","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00064","Borehole","-25.15059","25.91633","1964-01-16","65.53","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00065","Borehole","-25.15059","25.91633","1964-02-05","49.38","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00066","Borehole","-25.15059","25.91633","1964-09-09","71.63","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00067","Borehole","-25.15059","25.91633","1964-10-05","76.50","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00068","Borehole","-25.15059","25.91633","1964-11-12","102.72","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72081","Borehole","-25.14956","25.98315","",,,""
"Dept Water - Pretoria","2525BB00069","Borehole","-25.14920","25.98243","1993-09-24","81.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-72078","Borehole","-25.14837","25.98341","",,,""
"Dept Water - Pretoria","2525BB00054","Borehole","-25.14816","25.98487","1993-09-24","81.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00052","Borehole","-25.14767","25.97651","1993-09-22","71.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-72058","Borehole","-25.14602","25.97523","",,,""
"Dept Water - North West","08-72091","Borehole","-25.14404","25.96302","",,,""
"Dept Water - North West","08-72056","Borehole","-25.14320","25.98012","",,,""
"Dept Water - North West","08-72089","Borehole","-25.14192","25.98248","",,,""
"Dept Water - North West","08-72080","Borehole","-25.14161","25.97359","",,,""
"Dept Water - North West","08-72086","Borehole","-25.13930","25.95878","",,,""
"Dept Water - North West","08-72087","Borehole","-25.13902","25.95325","",,,""
"Dept Water - North West","08-72082","Borehole","-25.13443","25.97323","",,,""
"Dept Water - Pretoria","2526AA00346","Borehole","-25.13393","26.01634","1980-11-15","53.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00345","Borehole","-25.13393","26.03300","1979-02-02","92.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00212","Borehole","-25.13392","25.96633","1953-07-04","34.75","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00213","Borehole","-25.13392","25.96633","1955-10-17","73.15","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00214","Borehole","-25.13392","25.96633","1958-02-12","91.44","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00215","Borehole","-25.13392","25.96633","1962-11-27","62.79","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00216","Borehole","-25.13392","25.96633","1962-12-10","39.62","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00217","Borehole","-25.13392","25.96633","1963-04-10","68.58","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00218","Borehole","-25.13392","25.96633","1963-05-30","61.26","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00219","Borehole","-25.13392","25.96633","1965-07-06","89.92","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00220","Borehole","-25.13392","25.96633","1963-02-28","71.63","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00221","Borehole","-25.13392","25.96633","1962-11-29","68.58","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72085","Borehole","-25.12790","25.96227","",,,""
"Dept Water - North West","08-72084","Borehole","-25.12767","25.96520","",,,""
"Dept Water - North West","08-72057","Borehole","-25.12632","25.96255","",,,""
"Dept Water - North West","08-72083","Borehole","-25.12504","25.96552","",,,""
